Gene	Identity	Score	Length	Mismatches	DE
VV1_RS09900	2268	2250.0	2277	9	0
VV1_RS08875	1297	1269.0	1311	14	0
VV1_RS11015	733	717.0	741	8	0
VV1_RS06980	1500	1482.0	1509	9	0
VV1_RS08870	942	906.0	960	18	0
VV1_RS06985	1085	1053.0	1101	16	0
VV1_RS05660	913	891.0	924	11	0
VV1_RS10400	919	897.0	930	11	0
VV1_RS10405	2384	2304.0	2424	40	0
VV1_RS05745	738	732.0	741	3	0
VV1_RS07295	858	846.0	864	6	0
VV1_RS00155	913	891.0	924	11	0
VV1_RS06860	886	876.0	891	5	0
VV1_RS00150	849	831.0	858	9	0
VV1_RS13615	1034	1014.0	1044	10	0
VV1_RS02935	2243	2157.0	2286	43	0
VV1_RS02280	943	921.0	954	11	0
VV1_RS02930	1048	1008.0	1068	20	0
VV1_RS03130	1865	1833.0	1881	16	0
VV1_RS13880	1591	1569.0	1602	11	0
VV1_RS03080	1744	1716.0	1758	14	0
VV1_RS04520	666	654.0	672	6	0
VV1_RS03085	1069	1041.0	1083	14	0
VV1_RS01200	808	804.0	810	2	0
VV1_RS08275	1457	1437.0	1467	10	0
VV1_RS00885	1849	1737.0	1905	56	0
VV1_RS03120	658	648.0	663	5	0
VV1_RS14910	2015	1971.0	2037	22	0
VV1_RS01630	1461	1437.0	1473	12	0
VV1_RS07095	606	594.0	612	6	0
VV1_RS12370	1042	1008.0	1059	17	0
VV1_RS04960	1405	1371.0	1422	17	0
VV1_RS07180	1167	1161.0	1170	3	0
VV1_RS00720	866	852.0	873	7	0
VV1_RS14700	631	621.0	636	5	0
VV1_RS00230	1345	1299.0	1368	23	0
VV1_RS06165	1274	1242.0	1290	16	0
VV1_RS13280	1782	1746.0	1800	18	0
VV1_RS05520	832	810.0	843	11	0
VV1_RS02300	1385	1353.0	1401	16	0
VV1_RS09705	1846	1794.0	1872	26	0
VV1_RS02735	605	581.0	617	12	0
VV1_RS02730	812	792.0	822	10	0
VV1_RS12575	997	969.0	1011	14	0
VV1_RS10165	1442	1404.0	1461	19	0
VV1_RS13795	857	819.0	876	19	0
VV1_RS07740	614	608.0	617	3	0
VV1_RS06780	648	642.0	651	3	0
VV1_RS01330	1403	1359.0	1425	22	0
VV1_RS07425	728	720.0	732	4	0
VV1_RS08205	1371	1353.0	1380	9	0
VV1_RS01335	1095	1059.0	1113	18	0
VV1_RS04990	1264	1230.0	1281	17	0
VV1_RS08200	2325	2277.0	2349	24	0
VV1_RS00210	753	741.0	759	6	0
VV1_RS14965	1079	1065.0	1086	7	0
VV1_RS10710	1332	1284.0	1356	24	0
VV1_RS06315	937	897.0	957	20	0
VV1_RS01110	635	633.0	636	1	0
VV1_RS12830	1170	1134.0	1188	18	0
VV1_RS04865	1537	1527.0	1542	5	0
VV1_RS01115	1119	1089.0	1134	15	0
VV1_RS01440	1404	1362.0	1425	21	0
VV1_RS01520	616	594.0	627	11	0
VV1_RS13080	631	621.0	636	5	0
VV1_RS08385	1136	1086.0	1161	25	0
VV1_RS05295	3100	3006.0	3147	47	0
VV1_RS12800	1607	1581.0	1620	13	0
VV1_RS01525	916	900.0	924	8	0
VV1_RS08380	1025	939.0	1068	43	0
VV1_RS03540	862	840.0	873	11	0
VV1_RS00830	1664	1650.0	1671	7	0
VV1_RS01685	1535	1485.0	1560	25	0
VV1_RS07915	1671	1665.0	1674	3	0
VV1_RS12460	643	627.0	651	8	0
VV1_RS05450	1196	1152.0	1218	22	0
VV1_RS12685	780	753.0	793	13	0
VV1_RS02545	1034	1032.0	1035	1	0
VV1_RS13400	1088	1074.0	1095	7	0
VV1_RS10570	626	612.0	633	7	0
VV1_RS14045	658	636.0	669	11	0
VV1_RS14355	1896	1848.0	1920	24	0
VV1_RS05985	1370	1302.0	1404	34	0
VV1_RS02425	1751	1659.0	1797	46	0
VV1_RS13370	819	807.0	825	6	0
VV1_RS05240	1768	1710.0	1797	29	0
VV1_RS08470	883	855.0	897	14	0
VV1_RS07630	624	606.0	633	9	0
VV1_RS05505	961	945.0	969	8	0
VV1_RS08475	960	924.0	978	18	0
VV1_RS14785	1104	1080.0	1116	12	0
VV1_RS12480	974	966.0	978	4	0
VV1_RS13170	652	624.0	666	14	0
VV1_RS07910	980	966.0	987	7	0
VV1_RS07015	1326	1314.0	1332	6	0
VV1_RS07735	1413	1383.0	1428	15	0
VV1_RS03495	886	852.0	903	17	0
VV1_RS10830	1523	1473.0	1548	25	0
VV1_RS02010	969	951.0	978	9	0
VV1_RS02015	874	816.0	903	29	0
VV1_RS05500	674	666.0	678	4	0
VV1_RS08650	1056	1038.0	1065	9	0
VV1_RS06000	750	732.0	759	9	0
VV1_RS00195	1060	1038.0	1071	11	0
VV1_RS08655	1899	1857.0	1920	21	0
VV1_RS14890	837	831.0	840	3	0
VV1_RS06005	1782	1710.0	1818	36	0
VV1_RS05810	969	969.0	969	0	0
VV1_RS01745	1263	1227.0	1281	18	0
VV1_RS12835	737	723.0	744	7	0
VV1_RS10575	1173	1137.0	1191	18	0
VV1_RS11115	825	813.0	831	6	0
VV1_RS04540	793	765.0	807	14	0
VV1_RS11000	1280	1254.0	1293	13	0
VV1_RS03260	910	887.0	921	11	0
VV1_RS05180	973	963.0	978	5	0
VV1_RS12725	746	696.0	771	25	0
VV1_RS04545	662	642.0	672	10	0
VV1_RS12720	1332	1272.0	1362	30	0
VV1_RS05185	915	867.0	939	24	0
VV1_RS10370	980	948.0	996	16	0
VV1_RS10375	753	717.0	771	18	0
VV1_RS10185	1117	1077.0	1137	20	0
NUDF	635	633.0	636	1	0
VV1_RS09835	1748	1740.0	1752	4	0
VV1_RS09380	926	912.0	933	7	0
VV1_RS14215	1417	1389.0	1431	14	0
VV1_RS03065	1869	1857.0	1875	6	0
VV1_RS04355	765	753.0	771	6	0
VV1_RS04350	1038	1026.0	1044	6	0
VV1_RS07185	593	573.0	603	10	0
VV1_RS09015	1445	1425.0	1455	10	0
VV1_RS10900	1295	1257.0	1314	19	0
VV1_RS04210	591	569.0	602	11	0
VV1_RS06175	976	966.0	981	5	0
VV1_RS06760	645	639.0	648	3	0
VV1_RS11215	879	861.0	888	9	0
VV1_RS14620	1622	1602.0	1632	10	0
VV1_RS13905	618	618.0	618	0	0
VV1_RS02860	1805	1791.0	1812	7	0
VV1_RS02645	953	945.0	957	4	0
VV1_RS13935	759	729.0	774	15	0
VV1_RS06265	629	621.0	633	4	0
VV1_RS02640	1260	1218.0	1281	21	0
VV1_RS06260	780	756.0	792	12	0
VV1_RS08830	2389	2337.0	2415	26	0
VV1_RS12945	1284	1242.0	1305	21	0
VV1_RS02160	800	792.0	804	4	0
VV1_RS06500	1108	1050.0	1137	29	0
VV1_RS10885	1457	1413.0	1479	22	0
VV1_RS03265	918	888.0	933	15	0
VV1_RS11140	831	825.0	834	3	0
VV1_RS13710	780	768.0	786	6	0
VV1_RS06465	1257	1215.0	1278	21	0
VV1_RS02080	614	612.0	615	1	0
VV1_RS07250	680	672.0	684	4	0
VV1_RS12610	1780	1740.0	1800	20	0
CYSJ	1846	1836.0	1851	5	0
VV1_RS10870	1194	1170.0	1206	12	0
VV1_RS10955	1259	1167.0	1305	46	0
VV1_RS12750	634	618.0	642	8	0
VV1_RS14190	1447	1443.0	1449	2	0
VV1_RS10725	1685	1623.0	1716	31	0
VV1_RS11030	1385	1361.0	1397	12	0
VV1_RS13530	1714	1656.0	1743	29	0
VV1_RS05175	1539	1503.0	1557	18	0
VV1_RS13510	2462	2394.0	2496	34	0
VV1_RS14220	767	765.0	768	1	0
VV1_RS05170	1687	1629.0	1716	29	0
VV1_RS14335	812	810.0	813	1	0
VV1_RS09330	780	762.0	789	9	0
VV1_RS07960	1176	1152.0	1188	12	0
VV1_RS09335	1298	1260.0	1317	19	0
VV1_RS05275	1335	1293.0	1356	21	0
VV1_RS00130	1335	1281.0	1362	27	0
VV1_RS03165	756	732.0	768	12	0
VV1_RS00765	759	759.0	759	0	0
VV1_RS13965	809	807.0	810	1	0
VV1_RS14950	856	834.0	867	11	0
VV1_RS00600	965	951.0	972	7	0
VV1_RS10875	1097	1077.0	1107	10	0
VV1_RS02345	2524	2424.0	2574	50	0
VV1_RS14520	617	609.0	621	4	0
VV1_RS04920	920	882.0	939	19	0
VV1_RS10085	797	789.0	801	4	0
VV1_RS04070	756	738.0	765	9	0
VV1_RS06650	970	948.0	981	11	0
VV1_RS04075	1340	1296.0	1362	22	0
VV1_RS09830	2248	2244.0	2250	2	0
VV1_RS12430	796	792.0	798	2	0
VV1_RS02265	2150	2064.0	2193	43	0
VV1_RS04770	1073	1017.0	1101	28	0
VV1_RS06210	2437	2403.0	2454	17	0
VV1_RS08910	751	717.0	768	17	0
VV1_RS06215	736	720.0	744	8	0
VV1_RS00135	660	648.0	666	6	0
VV1_RS08905	755	747.0	759	4	0
VV1_RS08900	1547	1473.0	1584	37	0
VV1_RS08270	716	654.0	747	31	0
VV1_RS10750	883	861.0	894	11	0
VV1_RS10755	909	891.0	918	9	0
VV1_RS10775	850	816.0	867	17	0
VV1_RS06185	1310	1296.0	1317	7	0
VV1_RS09510	703	669.0	720	17	0
VV1_RS10450	1192	1182.0	1197	5	0
VV1_RS00285	1220	1200.0	1230	10	0
VV1_RS11295	975	957.0	984	9	0
VV1_RS12785	720	690.0	735	15	0
RELA	2189	2115.0	2226	37	0
FADH	1982	1920.0	2013	31	0
VV1_RS08820	1192	1158.0	1209	17	0
VV1_RS06810	1212	1194.0	1221	9	0
VV1_RS05005	1086	1062.0	1098	12	0
VV1_RS00160	1239	1221.0	1248	9	0
VV1_RS13035	686	666.0	696	10	0
VV1_RS08345	1412	1362.0	1437	25	0
VV1_RS14195	1179	1179.0	1179	0	0
VV1_RS12680	689	681.0	693	4	0
VV1_RS01565	993	969.0	1005	12	0
VV1_RS12975	795	765.0	810	15	0
VV1_RS09930	672	660.0	678	6	0
VV1_RS03930	704	690.0	711	7	0
MURF	1347	1317.0	1362	15	0
VV1_RS12970	648	642.0	651	3	0
VV1_RS03505	1715	1695.0	1725	10	0
VV1_RS01395	783	759.0	795	12	0
VV1_RS03110	757	747.0	762	5	0
VV1_RS03500	622	618.0	624	2	0
VV1_RS01640	1055	1047.0	1059	4	0
VV1_RS03115	1403	1383.0	1413	10	0
VV1_RS01390	1115	1101.0	1122	7	0
VV1_RS13525	700	696.0	702	2	0
VV1_RS05415	824	810.0	831	7	0
VV1_RS12320	1548	1458.0	1593	45	0
VV1_RS11070	936	918.0	945	9	0
VV1_RS00265	602	588.0	609	7	0
VV1_RS14555	1156	1086.0	1191	35	0
VV1_RS05555	1364	1290.0	1401	37	0
VV1_RS10010	687	663.0	699	12	0
VV1_RS12440	655	639.0	663	8	0
VV1_RS11320	957	945.0	963	6	0
VV1_RS05550	799	771.0	813	14	0
VV1_RS12445	922	900.0	933	11	0
VV1_RS09565	850	834.0	858	8	0
VV1_RS02745	769	747.0	780	11	0
VV1_RS01990	622	606.0	630	8	0
VV1_RS10150	849	813.0	867	18	0
VV1_RS01995	969	933.0	987	18	0
VV1_RS02740	834	810.0	846	12	0
VV1_RS10640	623	615.0	627	4	0
VV1_RS04785	650	606.0	672	22	0
VV1_RS08335	1376	1338.0	1395	19	0
VV1_RS13130	702	690.0	708	6	0
VV1_RS08150	1081	1065.0	1089	8	0
VV1_RS08330	891	861.0	906	15	0
VV1_RS04780	744	726.0	753	9	0
VV1_RS10625	1702	1674.0	1716	14	0
VV1_RS13495	2426	2370.0	2454	28	0
VV1_RS10985	1372	1338.0	1389	17	0
VV1_RS08695	683	657.0	696	13	0
VV1_RS08165	1227	1155.0	1263	36	0
VV1_RS03190	763	723.0	783	20	0
VV1_RS06735	1338	1314.0	1350	12	0
VV1_RS09890	1853	1797.0	1881	28	0
VV1_RS08160	788	768.0	798	10	0
VV1_RS01020	1157	1155.0	1158	1	0
VV1_RS06325	973	957.0	981	8	0
VV1_RS05850	1182	1164.0	1191	9	0
VV1_RS14325	1062	1026.0	1080	18	0
VV1_RS04585	940	936.0	942	2	0
VV1_RS08120	2018	1974.0	2040	22	0
VV1_RS13590	1683	1647.0	1701	18	0
VV1_RS01415	957	941.0	965	8	0
VV1_RS10230	778	768.0	783	5	0
VV1_RS09895	965	933.0	981	16	0
VV1_RS13775	833	813.0	843	10	0
VV1_RS00945	849	837.0	855	6	0
VV1_RS05300	766	738.0	780	14	0
VV1_RS04395	901	885.0	909	8	0
VV1_RS12255	796	774.0	807	11	0
VV1_RS00865	1359	1299.0	1389	30	0
VV1_RS03180	1379	1335.0	1401	22	0
VV1_RS04250	1611	1575.0	1629	18	0
VV1_RS08190	608	600.0	612	4	0
VV1_RS00780	1396	1374.0	1407	11	0
VV1_RS02515	809	795.0	816	7	0
VV1_RS12210	1356	1326.0	1371	15	0
VV1_RS13285	634	624.0	639	5	0
VV1_RS08580	1382	1344.0	1401	19	0
VV1_RS14600	982	954.0	996	14	0
VV1_RS14445	2857	2811.0	2880	23	0
VV1_RS04155	752	720.0	768	16	0
VV1_RS13220	730	720.0	735	5	0
VV1_RS04090	627	615.0	633	6	0
VV1_RS14740	624	612.0	630	6	0
VV1_RS04095	1211	1197.0	1218	7	0
VV1_RS08180	1196	1146.0	1221	25	0
PHEA	1167	1143.0	1179	12	0
VV1_RS07950	3124	3006.0	3183	59	0
VV1_RS14875	1813	1737.0	1851	38	0
VV1_RS07955	1265	1209.0	1293	28	0
VV1_RS09365	2735	2649.0	2778	43	0
VV1_RS08760	1024	996.0	1038	14	0
VV1_RS10420	2418	2316.0	2469	51	0
VV1_RS11275	999	975.0	1011	12	0
VV1_RS02045	1451	1425.0	1464	13	0
VV1_RS10480	1482	1458.0	1494	12	0
VV1_RS06030	1317	1299.0	1326	9	0
VV1_RS10485	950	936.0	957	7	0
VV1_RS06035	1145	1107.0	1164	19	0
VV1_RS08605	1334	1320.0	1341	7	0
VV1_RS07215	1019	981.0	1038	19	0
VV1_RS10520	1085	1077.0	1089	4	0
VV1_RS00995	1705	1665.0	1725	20	0
VV1_RS07210	703	687.0	711	8	0
VV1_RS01730	883	849.0	900	17	0
VV1_RS13760	1180	1170.0	1185	5	0
VV1_RS14310	639	633.0	642	3	0
VV1_RS04510	1294	1266.0	1308	14	0
VV1_RS10240	1027	999.0	1041	14	0
VV1_RS11235	689	687.0	690	1	0
VV1_RS15005	858	836.0	869	11	0
VV1_RS04515	1476	1440.0	1494	18	0
VV1_RS12890	1200	1188.0	1206	6	0
VV1_RS03330	959	945.0	966	7	0
VV1_RS12895	1090	1074.0	1098	8	0
VV1_RS03335	957	927.0	972	15	0
VV1_RS13910	1357	1329.0	1371	14	0
VV1_RS05235	984	936.0	1008	24	0
VV1_RS05230	891	879.0	897	6	0
VV1_RS12925	1396	1380.0	1404	8	0
VV1_RS07920	3357	3291.0	3390	33	0
VV1_RS09795	748	708.0	768	20	0
VV1_RS09960	781	777.0	783	2	0
VV1_RS09745	1156	1146.0	1161	5	0
VV1_RS06610	757	735.0	768	11	0
VV1_RS09740	742	708.0	759	17	0
VV1_RS12265	890	846.0	912	22	0
VV1_RS02385	1950	1938.0	1956	6	0
VV1_RS14170	1376	1332.0	1398	22	0
VV1_RS12620	2623	2553.0	2658	35	0
FOLP	810	768.0	831	21	0
VV1_RS14710	636	624.0	642	6	0
VV1_RS02950	814	796.0	823	9	0
VV1_RS02225	766	744.0	777	11	0
VV1_RS13955	838	812.0	851	13	0
VV1_RS13490	1118	1104.0	1125	7	0
VV1_RS08940	660	644.0	668	8	0
VV1_RS14770	620	582.0	639	19	0
VV1_RS02630	876	864.0	882	6	0
VV1_RS14775	857	849.0	861	4	0
VV1_RS06250	1007	981.0	1020	13	0
VV1_RS13045	958	930.0	972	14	0
VV1_RS13865	1022	984.0	1041	19	0
VV1_RS07800	711	699.0	717	6	0
VV1_RS06990	1064	1044.0	1074	10	0
VV1_RS13850	725	699.0	738	13	0
VV1_RS10790	1191	1161.0	1206	15	0
VV1_RS12780	1412	1338.0	1449	37	0
VV1_RS07045	1255	1251.0	1257	2	0
VV1_RS13435	899	885.0	906	7	0
VV1_RS10415	2420	2334.0	2463	43	0
VV1_RS06855	1033	1013.0	1043	10	0
VV1_RS05770	1080	1062.0	1089	9	0
VV1_RS10410	2252	2142.0	2307	55	0
VV1_RS11230	659	645.0	666	7	0
VV1_RS05040	902	870.0	918	16	0
VV1_RS05120	3083	3009.0	3120	37	0
VV1_RS07810	2347	2301.0	2370	23	0
VV1_RS05125	1082	1032.0	1107	25	0
VV1_RS13390	1757	1695.0	1788	31	0
VV1_RS03095	1141	1125.0	1149	8	0
VV1_RS03090	1944	1926.0	1953	9	0
VV1_RS14900	996	996.0	996	0	0
VV1_RS14365	599	573.0	612	13	0
VV1_RS00730	1203	1191.0	1209	6	0
VV1_RS13205	1082	1032.0	1107	25	0
VV1_RS13480	622	612.0	627	5	0
VV1_RS07160	1032	990.0	1053	21	0
VV1_RS13705	956	876.0	996	40	0
VV1_RS04970	783	759.0	795	12	0
VV1_RS04180	743	705.0	762	19	0
VV1_RS14515	702	684.0	711	9	0
VV1_RS00630	1664	1596.0	1698	34	0
VV1_RS14120	994	984.0	999	5	0
VV1_RS04975	626	588.0	645	19	0
VV1_RS00635	845	825.0	855	10	0
VV1_RS14510	957	945.0	963	6	0
VV1_RS09410	1199	1173.0	1212	13	0
VV1_RS04020	846	812.0	863	17	0
VV1_RS02250	689	669.0	699	10	0
VV1_RS00180	1609	1557.0	1635	26	0
VV1_RS02255	815	807.0	819	4	0
VV1_RS04025	963	945.0	972	9	0
VV1_RS01955	1361	1359.0	1362	1	0
VV1_RS13265	750	720.0	765	15	0
VV1_RS10110	1038	1014.0	1050	12	0
VV1_RS11155	807	785.0	818	11	0
VV1_RS12615	1248	1218.0	1263	15	0
VV1_RS10665	1506	1470.0	1524	18	0
VV1_RS07435	1267	1239.0	1281	14	0
VV1_RS08895	685	675.0	690	5	0
VV1_RS12295	816	810.0	819	3	0
VV1_RS09500	991	966.0	1003	12	0
VV1_RS08890	847	831.0	855	8	0
VV1_RS10460	934	870.0	966	32	0
VV1_RS13215	929	900.0	943	14	0
VV1_RS10465	909	861.0	933	24	0
VV1_RS03105	1820	1794.0	1833	13	0
VV1_RS06675	1685	1581.0	1737	52	0
VV1_RS05950	1324	1278.0	1347	23	0
VV1_RS04890	723	687.0	741	18	0
VV1_RS13635	1417	1395.0	1428	11	0
VV1_RS10825	1724	1680.0	1746	22	0
VV1_RS04895	763	735.0	777	14	0
VV1_RS12845	1371	1359.0	1377	6	0
VV1_RS09855	777	753.0	789	12	0
VV1_RS03385	1331	1281.0	1356	25	0
VV1_RS00985	885	849.0	903	18	0
VV1_RS03475	627	564.0	654	27	0
VV1_RS11290	735	717.0	744	9	0
VV1_RS01510	1088	1080.0	1092	4	0
VV1_RS04980	1405	1323.0	1446	41	0
VV1_RS13430	913	897.0	921	8	0
VV1_RS14420	1222	1194.0	1236	14	0
VV1_RS05340	1190	1146.0	1212	22	0
VV1_RS14425	907	903.0	909	2	0
VV1_RS02555	1334	1332.0	1335	1	0
VV1_RS14050	652	642.0	657	5	0
VV1_RS05310	869	825.0	891	22	0
VV1_RS10770	1251	1215.0	1269	18	0
VV1_RS13385	946	918.0	960	14	0
VV1_RS02415	976	954.0	987	11	0
VV1_RS13620	910	864.0	933	23	0
VV1_RS08095	891	855.0	909	18	0
VV1_RS04115	675	651.0	687	12	0
VV1_RS14110	1830	1806.0	1842	12	0
VV1_RS02410	1065	1053.0	1071	6	0
VV1_RS04110	2015	1965.0	2040	25	0
VV1_RS08090	2106	2064.0	2127	21	0
VV1_RS07385	616	606.0	621	5	0
VV1_RS07645	790	780.0	795	5	0
VV1_RS01195	847	837.0	852	5	0
VV1_RS08460	1009	963.0	1032	23	0
VV1_RS07640	1180	1158.0	1191	11	0
VV1_RS01210	875	873.0	876	1	0
VV1_RS12350	609	585.0	621	12	0
VV1_RS03155	1031	1001.0	1046	15	0
VV1_RS08300	1228	1182.0	1251	23	0
VV1_RS02005	1909	1899.0	1914	5	0
VV1_RS10800	1123	1083.0	1143	20	0
VV1_RS02000	605	591.0	612	7	0
VV1_RS05785	1271	1233.0	1290	19	0
VV1_RS12690	2274	2244.0	2289	15	0
VV1_RS08645	1242	1224.0	1251	9	0
VV1_RS05780	686	672.0	693	7	0
VV1_RS10835	1399	1365.0	1416	17	0
VV1_RS06070	1401	1371.0	1416	15	0
VV1_RS15055	1316	1302.0	1323	7	0
VV1_RS07310	683	663.0	693	10	0
VV1_RS05820	1335	1311.0	1347	12	0
VV1_RS10560	699	663.0	717	18	0
VV1_RS08520	801	783.0	810	9	0
VV1_RS08480	1797	1743.0	1824	27	0
VV1_RS10205	676	660.0	684	8	0
VV1_RS03275	955	927.0	969	14	0
VV1_RS04805	1596	1548.0	1620	24	0
VV1_RS10360	624	600.0	636	12	0
VV1_RS03375	850	822.0	864	14	0
VV1_RS13755	2433	2373.0	2463	30	0
VV1_RS10365	1623	1587.0	1641	18	0
VV1_RS01585	640	606.0	657	17	0
VV1_RS13505	1488	1446.0	1509	21	0
VV1_RS04360	745	735.0	750	5	0
VV1_RS14125	692	678.0	699	7	0
VV1_RS00850	1579	1551.0	1593	14	0
VV1_RS03075	714	708.0	717	3	0
VV1_RS09925	736	726.0	741	5	0
VV1_RS04200	694	678.0	702	8	0
VV1_RS07235	949	939.0	954	5	0
VV1_RS09025	1054	1020.0	1071	17	0
VV1_RS13095	1705	1641.0	1737	32	0
VV1_RS13100	1138	1092.0	1161	23	0
VV1_RS10980	826	798.0	840	14	0
VV1_RS09140	1025	1005.0	1035	10	0
VV1_RS06770	1984	1956.0	1998	14	0
