Gene	Identity	Score	Length	Mismatches	DE
era	300	1592.0	301	1	0
holB	332	1744.0	334	2	0
holA	342	1769.0	343	1	0
gatY	283	1519.0	284	1	0
gatZ	417	2247.0	420	3	0
wcaJ	462	2471.0	464	2	0
wcaE	245	1316.0	248	3	0
gatD	345	1838.0	346	1	0
ygiC	385	2076.0	386	1	0
ytjC	215	1117.0	215	0	0
ytjB	214	1116.0	214	0	0
yjiK	281	1508.0	286	5	0
eno	432	2250.0	432	0	0
ygiQ	739	3993.0	739	0	0
smtA	259	1399.0	261	2	0
yjiM	379	2050.0	383	4	0
amiA	288	1503.0	289	1	0
amiC	417	2195.0	417	0	0
amiB	444	2347.0	445	1	0
glnH	248	1286.0	248	0	0
kdpB	678	3531.0	682	4	0
kdpE	222	1154.0	224	2	0
kdpD	889	4670.0	894	5	0
yhiD	215	1108.0	215	0	0
carA	382	2045.0	382	0	0
adiY	252	1351.0	253	1	0
yhiN	398	2123.0	400	2	0
hslO	292	1559.0	292	0	0
yhiI	351	1792.0	355	4	0
adiA	753	4109.0	755	2	0
adiC	444	2274.0	445	1	0
arcA	238	1259.0	238	0	0
arcB	778	4115.0	778	0	0
yjeJ	287	1531.0	289	2	0
yjeH	418	2124.0	418	0	0
fadR	239	1274.0	239	0	0
fadB	727	3849.0	729	2	0
fadA	386	2034.0	387	1	0
fadE	812	4326.0	814	2	0
fadD	561	2984.0	561	0	0
ypdC	282	1507.0	285	3	0
ypdB	244	1307.0	244	0	0
creB	226	1189.0	229	3	0
creC	470	2461.0	474	4	0
frsA	412	2227.0	414	2	0
ypdF	356	1883.0	361	5	0
ypdE	343	1808.0	345	2	0
fadL	445	2343.0	446	1	0
ompW	212	1116.0	212	0	0
ompR	239	1247.0	239	0	0
fiu	756	4029.0	760	4	0
fic	199	1060.0	200	1	0
ompF	362	1859.0	362	0	0
ompG	301	1616.0	301	0	0
ompL	228	1214.0	230	2	0
ompN	376	1965.0	377	1	0
srlE	318	1636.0	319	1	0
srlD	259	1352.0	259	0	0
gcvP	952	5120.0	957	5	0
gcvT	364	1949.0	364	0	0
srlR	256	1364.0	257	1	0
gcvA	305	1618.0	305	0	0
ftsE	222	1162.0	222	0	0
yieK	240	1281.0	240	0	0
ftsA	420	2209.0	420	0	0
yiiX	197	1043.0	202	5	1
ftsN	318	1659.0	319	1	0
ftsI	588	3110.0	588	0	0
ftsH	644	3407.0	644	0	0
ftsW	414	2125.0	414	0	0
yieE	248	1328.0	249	1	0
ftsQ	275	1454.0	276	1	0
hyi	257	1391.0	258	1	0
ftsZ	383	1969.0	383	0	0
ftsY	492	2478.0	498	6	0
ftsX	352	1854.0	352	0	0
mdh	311	1594.0	312	1	0
ybdR	408	2166.0	412	4	0
yrfG	222	1193.0	222	0	0
fepC	271	1428.0	271	0	0
fepB	316	1639.0	318	2	0
fepA	742	3955.0	746	4	0
fepG	326	1625.0	330	4	0
yggW	377	2023.0	378	1	0
fepD	332	1621.0	334	2	0
ligA	670	3527.0	671	1	0
ligB	557	2939.0	560	3	0
aidB	538	2867.0	541	3	0
abgA	432	2285.0	436	4	0
abgB	476	2573.0	481	5	0
ybdK	369	2006.0	372	3	0
sfsA	234	1261.0	234	0	0
yggS	234	1241.0	234	0	0
smf	369	1927.0	374	5	0
abgR	300	1593.0	302	2	0
abgT	444	2260.0	446	2	0
abgT	9	25.0	31	22	0
gor	449	2401.0	450	1	0
prfA	360	1913.0	360	0	0
prfB	363	1924.0	365	2	0
prfC	527	2840.0	529	2	0
dcuD	451	2323.0	455	4	0
dcuA	433	2219.0	433	0	0
dcuB	446	2301.0	446	0	0
dcuC	461	2346.0	461	0	0
nth	211	1119.0	211	0	0
sodA	205	1093.0	206	1	0
dcuR	239	1287.0	239	0	0
dcuS	541	2846.0	543	2	0
ybbO	268	1435.0	269	1	0
ybbN	283	1463.0	284	1	0
oxyR	305	1606.0	305	0	0
umuC	422	2278.0	422	0	0
ybbY	432	2192.0	433	1	0
yphF	322	1688.0	327	5	0
ybbW	479	2481.0	484	5	0
fixC	428	2249.0	428	0	0
fixB	312	1657.0	313	1	0
fixA	254	1300.0	256	2	0
ybbP	801	4127.0	804	3	0
glyS	685	3618.0	689	4	0
glyQ	302	1631.0	303	1	0
dgt	504	2703.0	505	1	0
yphC	352	1881.0	353	1	0
aqpZ	230	1145.0	231	1	0
glyA	417	2224.0	417	0	0
trkA	458	2390.0	458	0	0
trkH	483	2499.0	483	0	0
ynfM	416	2130.0	417	1	0
exbB	244	1268.0	244	0	0
ynfK	231	1203.0	231	0	0
ynfH	281	1421.0	284	3	0
ynfG	205	1108.0	205	0	0
ynfF	806	4376.0	807	1	0
ynfC	236	1257.0	236	0	0
puuB	425	2266.0	426	1	0
qseB	217	1123.0	219	2	0
treC	546	2963.0	551	5	0
puuA	471	2529.0	472	1	0
puuD	253	1322.0	254	1	0
msrA	212	1146.0	212	0	0
puuP	461	2397.0	461	0	0
treR	314	1678.0	315	1	0
mlrA	243	1270.0	243	0	0
zitB	313	1625.0	313	0	0
ydfG	248	1326.0	248	0	0
ydfU	348	1856.0	349	1	0
ydgI	459	2348.0	460	1	0
obgE	388	2042.0	390	2	0
pdhR	254	1307.0	254	0	0
pqiB	546	2890.0	546	0	0
pqiA	417	2193.0	417	0	0
adhP	333	1739.0	336	3	0
ygcQ	286	1489.0	286	0	0
yhhN	208	1043.0	208	0	0
minC	230	1220.0	231	1	0
minD	270	1393.0	270	0	0
yhhJ	373	1937.0	374	1	0
yhhI	315	1691.0	321	6	1
yhhI	6	32.0	10	4	1
yhhW	229	1227.0	231	2	0
yhhT	346	1765.0	349	3	0
yhhS	403	2013.0	405	2	0
adhE	891	4750.0	891	0	0
yjdF	205	1066.0	209	4	0
yhhZ	389	2065.0	392	3	0
chbR	279	1490.0	280	1	0
yhfK	699	3715.0	700	1	0
yfdE	381	2051.0	381	0	0
yfdC	307	1614.0	310	3	0
yafT	259	1389.0	261	2	0
yhfZ	299	1589.0	301	2	0
yfdX	210	1080.0	211	1	0
uxaA	494	2654.0	495	1	0
entE	534	2853.0	536	2	0
yhfS	361	1878.0	361	0	0
yfdV	314	1608.0	314	0	0
flgI	365	1847.0	365	0	0
ygcS	445	2255.0	445	0	0
uxaC	469	2543.0	470	1	0
yneF	312	1654.0	315	3	0
gloB	249	1346.0	251	2	0
lpd	474	2474.0	474	0	0
acnB	864	4596.0	865	1	0
acnA	889	4748.0	891	2	0
menD	554	2930.0	556	2	0
menE	446	2351.0	451	5	0
menF	427	2271.0	431	4	0
aldB	511	2746.0	512	1	0
menB	285	1540.0	285	0	0
menC	318	1659.0	320	2	0
wzc	716	3802.0	720	4	0
wza	379	2013.0	379	0	0
nfsA	240	1282.0	240	0	0
yqeI	268	1448.0	269	1	0
yebZ	287	1462.0	290	3	0
mepA	273	1446.0	274	1	0
yebT	876	4586.0	877	1	0
yebQ	457	2308.0	457	0	0
yebS	424	2241.0	427	3	0
yebK	288	1523.0	289	1	0
yebE	216	1111.0	219	3	0
yebB	197	1059.0	200	3	0
yebC	245	1288.0	246	1	0
ygjJ	356	1904.0	356	0	0
ygjK	780	4208.0	783	3	0
ygjI	476	2441.0	477	1	0
bax	274	1466.0	274	0	0
wzzE	348	1852.0	348	0	0
ygjR	324	1736.0	328	4	0
ygjQ	219	1174.0	224	5	0
thiH	374	2009.0	376	2	0
dctA	428	2191.0	428	0	0
ybaL	556	2821.0	558	2	0
ybaE	563	2997.0	566	3	0
alaS	873	4662.0	876	3	0
iclR	274	1451.0	274	0	0
ybaT	430	2174.0	430	0	0
yijE	299	1498.0	301	2	0
yijF	200	1080.0	205	5	0
ygdH	454	2414.0	454	0	0
yijO	282	1515.0	283	1	0
ygdQ	237	1199.0	237	0	0
pitA	499	2603.0	499	0	0
pitB	498	2607.0	499	1	0
fnr	250	1328.0	250	0	0
cof	270	1435.0	272	2	0
malG	296	1516.0	296	0	0
rimK	300	1572.0	300	0	0
putP	500	2587.0	502	2	0
frc	416	2246.0	416	0	0
tonB	237	1196.0	239	2	0
fre	233	1240.0	233	0	0
yaaU	443	2288.0	443	0	0
ydaM	408	2199.0	410	2	0
ydaN	326	1717.0	327	1	0
yaaJ	476	2479.0	476	0	0
yaaA	256	1357.0	258	2	0
znuC	251	1295.0	251	0	0
znuB	260	1296.0	261	1	0
znuA	310	1647.0	310	0	0
slt	645	3448.0	645	0	0
ais	198	1061.0	200	2	0
gnd	466	2468.0	468	2	1
lepA	598	3190.0	599	1	0
lepB	323	1725.0	324	1	0
nikB	314	1619.0	314	0	0
nikC	277	1404.0	277	0	0
yfcJ	387	1929.0	392	5	0
nikA	522	2787.0	524	2	0
nikD	253	1312.0	254	1	0
nikE	263	1378.0	268	5	0
yfcA	268	1376.0	269	1	0
yfcF	214	1129.0	214	0	0
yfcG	215	1146.0	215	0	0
gpmA	250	1316.0	250	0	0
glnL	349	1809.0	349	0	0
glnA	469	2522.0	469	0	0
glnG	468	2463.0	469	1	0
glnD	887	4722.0	890	3	0
nudF	209	1095.0	209	0	0
glnS	554	3004.0	554	0	0
glnQ	239	1249.0	240	1	0
glnP	219	1100.0	219	0	0
ddpA	514	2733.0	516	2	0
ddpB	339	1716.0	340	1	0
ddpC	296	1521.0	298	2	0
cynX	380	1906.0	383	3	0
nudC	257	1376.0	257	0	0
cynT	219	1162.0	219	0	0
dadA	432	2315.0	432	0	0
glxR	291	1519.0	292	1	0
dadX	351	1861.0	356	5	0
glxK	378	1937.0	381	3	0
gadC	511	2641.0	511	0	0
yraR	209	1109.0	211	2	0
fusA	704	3755.0	704	0	0
epd	339	1801.0	339	0	0
amyA	492	2648.0	495	3	0
topB	651	3482.0	653	2	0
topA	865	4674.0	865	0	0
yneE	303	1597.0	304	1	0
rsmB	427	2282.0	429	2	0
rsmC	341	1816.0	343	2	0
yraQ	344	1744.0	346	2	0
yecS	222	1140.0	222	0	0
yfeA	729	3880.0	729	0	0
sgbH	217	1119.0	220	3	0
yecE	272	1448.0	272	0	0
yecC	249	1287.0	250	1	0
yecA	221	1176.0	221	0	0
yheS	637	3367.0	637	0	0
yeiE	293	1536.0	293	0	0
zraR	439	2304.0	441	2	0
ydiF	527	2783.0	531	4	0
rnc	226	1193.0	226	0	0
rnb	643	3421.0	644	1	0
rna	266	1439.0	268	2	0
rng	489	2596.0	489	0	0
gadA	466	2516.0	466	0	0
gadB	466	2519.0	466	0	0
rnd	374	1979.0	375	1	0
gadX	270	1444.0	274	4	0
yliI	369	1947.0	371	2	0
rnr	812	4337.0	813	1	0
gadW	240	1278.0	242	2	0
ilvA	512	2707.0	514	2	0
rnt	214	1146.0	215	1	0
araC	292	1570.0	292	0	0
araA	498	2696.0	500	2	0
araF	329	1735.0	329	0	0
araG	502	2659.0	504	2	0
araD	229	1237.0	231	2	0
araE	472	2461.0	472	0	0
araJ	390	1983.0	394	4	0
araH	327	1648.0	328	1	0
ygeA	229	1204.0	230	1	0
ygeH	458	2440.0	458	0	0
fruK	312	1644.0	312	0	0
ygeV	591	3145.0	592	1	0
cirA	661	3517.0	663	2	0
ygeR	250	1296.0	251	1	0
fruB	376	1936.0	376	0	0
fruA	560	2850.0	563	3	0
ygeY	402	2162.0	403	1	0
ygeX	398	2141.0	398	0	0
rffG	351	1894.0	355	4	0
ypfG	345	1822.0	347	2	0
nuoC	594	3203.0	596	2	0
ypfH	231	1214.0	232	1	0
yjjQ	241	1281.0	241	0	0
rffH	293	1549.0	293	0	0
icd	414	2191.0	416	2	0
nuoF	444	2365.0	445	1	0
yncD	697	3729.0	700	3	0
ribC	213	1132.0	213	0	0
ribB	217	1143.0	217	0	0
ribD	362	1925.0	367	5	0
ribF	313	1628.0	313	0	0
htpX	292	1534.0	293	1	0
yqjI	207	1089.0	207	0	0
pheA	385	2060.0	386	1	0
corA	316	1657.0	316	0	0
yqjA	220	1126.0	220	0	0
yqjG	325	1757.0	328	3	0
pheS	327	1750.0	327	0	0
efeO	374	1979.0	375	1	0
pheP	457	2365.0	458	1	0
pheT	793	4183.0	795	2	0
efeB	421	2253.0	423	2	0
htpG	623	3306.0	624	1	0
ppc	882	4680.0	883	1	0
fhuE	726	3877.0	729	3	0
ppk	688	3640.0	688	0	0
rtcB	408	2214.0	408	0	0
dkgB	267	1405.0	267	0	0
dkgA	275	1454.0	275	0	0
relA	743	3979.0	744	1	0
ppx	512	2735.0	513	1	0
yncG	202	1081.0	205	3	0
pykF	470	2470.0	470	0	0
pykA	479	2502.0	480	1	0
sfmC	229	1199.0	230	1	0
sfmH	323	1713.0	325	2	0
gdhA	445	2388.0	447	2	0
pphA	216	1138.0	218	2	0
ygeW	395	2136.0	396	1	0
mtr	411	2104.0	414	3	0
surA	428	2266.0	428	0	0
truA	267	1437.0	270	3	0
truC	259	1362.0	260	1	0
truB	313	1642.0	314	1	0
truD	347	1833.0	349	2	0
msbA	582	3082.0	582	0	0
dacA	403	2160.0	403	0	0
dacB	476	2546.0	477	1	0
dacC	399	2117.0	400	1	0
dacD	387	2079.0	388	1	0
tesA	208	1095.0	208	0	0
tesB	286	1522.0	286	0	0
rspA	404	2196.0	404	0	0
cyoC	204	1060.0	204	0	0
rspB	335	1779.0	339	4	0
cyoE	296	1520.0	296	0	0
tauD	281	1499.0	283	2	0
phnJ	280	1510.0	281	1	0
shiA	433	2251.0	438	5	0
phnK	251	1304.0	252	1	0
tig	432	2223.0	432	0	0
sdaB	453	2423.0	455	2	0
sdaC	429	2225.0	429	0	0
sdaA	453	2426.0	454	1	0
sbmA	404	2119.0	406	2	0
mltC	357	1911.0	359	2	0
mltB	361	1934.0	361	0	0
mltA	365	1955.0	365	0	0
mltD	451	2394.0	452	1	0
xthA	268	1446.0	268	0	0
fsr	406	2074.0	406	0	0
ypfJ	287	1533.0	287	0	0
aspA	478	2543.0	478	0	0
rhaS	278	1476.0	278	0	0
aspC	396	2128.0	396	0	0
rob	289	1551.0	289	0	0
rhaD	270	1447.0	274	4	0
rhaA	415	2226.0	419	4	0
deaD	628	3255.0	629	1	0
aspS	589	3141.0	590	1	0
yhjH	255	1353.0	255	0	0
yhjK	647	3412.0	649	2	0
yhjJ	495	2613.0	498	3	0
yhjE	440	2234.0	440	0	0
yhjD	334	1763.0	337	3	0
yhjG	686	3588.0	686	0	0
yhjA	464	2506.0	465	1	0
dsdA	441	2354.0	442	1	0
yhjB	200	1070.0	200	0	0
yhjY	230	1215.0	232	2	0
pldA	289	1539.0	289	0	0
pldB	340	1812.0	340	0	0
yjjG	221	1184.0	225	4	0
yhjV	422	2184.0	423	1	0
yahD	201	1048.0	201	0	0
yfbS	610	3142.0	610	0	0
yfbT	215	1119.0	216	1	0
glmU	453	2394.0	456	3	0
glmS	608	3213.0	609	1	0
moeB	246	1297.0	249	3	0
yddW	439	2340.0	439	0	0
moeA	406	2137.0	411	5	0
tap	530	2751.0	533	3	0
cyaA	846	4561.0	848	2	0
glmM	445	2336.0	445	0	0
hdfR	278	1477.0	279	1	0
hscC	551	2930.0	554	3	0
hscA	616	3185.0	616	0	0
melR	302	1644.0	302	0	0
ldcC	713	3862.0	713	0	0
yahK	348	1863.0	349	1	0
yqeF	391	2035.0	393	2	0
melB	468	2441.0	469	1	0
melA	449	2435.0	451	2	0
pmbA	450	2399.0	450	0	0
yadD	296	1579.0	300	4	0
cysM	301	1591.0	303	2	0
cysN	474	2505.0	475	1	0
cysI	568	3041.0	570	2	0
cysH	242	1284.0	244	2	0
cysK	323	1677.0	323	0	0
cysJ	597	3163.0	599	2	0
cysE	273	1453.0	273	0	0
cysD	302	1629.0	302	0	0
cysG	456	2409.0	457	1	0
nlpI	294	1548.0	294	0	0
cysA	364	1916.0	365	1	0
cysC	201	1055.0	201	0	0
cysB	324	1727.0	324	0	0
uxuR	257	1365.0	257	0	0
cysZ	251	1311.0	253	2	0
cysU	277	1411.0	277	0	0
cysW	291	1505.0	291	0	0
cysQ	245	1318.0	246	1	0
cysP	338	1797.0	338	0	0
cysS	460	2490.0	461	1	0
csgD	214	1134.0	216	2	0
pepD	484	2570.0	485	1	0
fbp	332	1771.0	332	0	0
baeR	239	1246.0	240	1	0
baeS	463	2440.0	467	4	0
yicJ	460	2429.0	460	0	0
thrB	309	1652.0	310	1	0
thrC	427	2274.0	428	1	0
thrA	817	4347.0	820	3	0
livG	255	1344.0	255	0	0
livF	236	1249.0	237	1	0
livM	424	2162.0	425	1	0
ppiD	622	3258.0	623	1	0
livK	369	1950.0	369	0	0
livJ	367	1931.0	367	0	0
livH	308	1569.0	308	0	0
yifB	505	2653.0	506	1	0
mscS	286	1444.0	286	0	0
yifK	461	2374.0	461	0	0
ybgF	261	1355.0	263	2	0
xerC	297	1570.0	298	1	0
ybgI	247	1303.0	247	0	0
ybgJ	218	1125.0	218	0	0
ybgK	307	1631.0	310	3	0
xerD	298	1553.0	298	0	0
yihN	419	2181.0	421	2	0
yihO	464	2453.0	467	3	0
yihL	232	1236.0	236	4	0
yihM	326	1730.0	326	0	0
ygfF	243	1279.0	247	4	0
yihG	308	1649.0	310	2	0
ygfI	297	1593.0	298	1	0
ygfM	259	1363.0	259	0	0
mdtC	1022	5346.0	1025	3	0
mdtB	1035	5372.0	1040	5	0
mdtA	413	2145.0	415	2	0
rdgC	303	1594.0	303	0	0
mdtF	1034	5442.0	1037	3	0
mdtE	385	2010.0	385	0	0
mdtK	456	2356.0	457	1	0
focA	285	1491.0	285	0	0
yihT	292	1539.0	292	0	0
mdtH	402	2068.0	402	0	0
yihS	413	2221.0	413	0	0
yihP	456	2396.0	461	5	0
mdtL	389	1990.0	391	2	0
hycD	306	1554.0	307	1	0
hycE	568	3064.0	569	1	0
hycG	253	1347.0	255	2	0
frvB	483	2494.0	483	0	0
hycB	202	1068.0	203	1	0
hycC	604	3065.0	608	4	0
flk	328	1682.0	331	3	0
can	220	1176.0	220	0	0
cdsA	285	1449.0	285	0	0
purR	341	1838.0	341	0	0
purU	278	1478.0	280	2	0
purT	389	2041.0	392	3	0
mpaA	241	1279.0	242	1	0
dxs	618	3295.0	620	2	0
dxr	398	2131.0	398	0	0
purC	237	1246.0	237	0	0
purB	455	2437.0	456	1	0
asmA	616	3245.0	617	1	0
purF	505	2692.0	505	0	0
purD	427	2256.0	429	2	0
purK	350	1867.0	354	4	0
ylaB	511	2721.0	516	5	0
purH	526	2810.0	529	3	0
purN	211	1125.0	212	1	0
purM	344	1809.0	345	1	0
ydcO	388	1947.0	391	3	0
ydcL	221	1182.0	222	1	0
ydcJ	447	2389.0	447	0	0
nemA	364	1917.0	365	1	0
fucA	214	1140.0	215	1	0
ydcF	265	1417.0	266	1	0
fucO	382	2007.0	382	0	0
fucK	471	2522.0	472	1	0
fucI	591	3200.0	591	0	0
fucR	243	1288.0	243	0	0
fucP	438	2290.0	438	0	0
fpr	246	1312.0	248	2	0
feoB	773	4105.0	773	0	0
ydcT	337	1787.0	337	0	0
ydcU	311	1572.0	313	2	0
ydcR	466	2479.0	468	2	0
ydcS	380	2046.0	381	1	0
ydcP	650	3512.0	653	3	0
clcA	473	2428.0	473	0	0
clcB	417	2133.0	418	1	0
cdaR	384	2016.0	385	1	0
cpdA	275	1455.0	275	0	0
cpdB	644	3428.0	647	3	0
talA	316	1691.0	316	0	0
yejF	527	2741.0	529	2	0
talB	317	1672.0	317	0	0
mak	299	1581.0	302	3	0
groL	548	2791.0	548	0	0
spoT	702	3783.0	702	0	0
sucA	933	5066.0	933	0	0
sucC	387	2023.0	388	1	0
sucB	405	2115.0	405	0	0
sucD	289	1476.0	289	0	0
bioB	346	1866.0	346	0	0
yfaT	205	1107.0	207	2	0
torA	844	4562.0	848	4	0
yncE	350	1842.0	353	3	0
torC	390	2119.0	390	0	0
yfaQ	547	2918.0	549	2	0
pncB	399	2143.0	400	1	0
pncA	211	1127.0	213	2	0
yfaY	398	2113.0	400	2	0
torR	229	1195.0	230	1	0
uvrD	719	3866.0	720	1	0
torY	361	1955.0	366	5	0
uvrB	673	3531.0	673	0	0
uvrA	940	5017.0	940	0	0
ycaO	584	3123.0	586	2	0
ycaN	299	1602.0	302	3	0
ycaM	476	2489.0	476	0	0
ycaL	253	1331.0	254	1	0
cutC	248	1317.0	248	0	0
ulaD	216	1132.0	216	0	0
ulaE	281	1507.0	284	3	0
ulaF	224	1205.0	228	4	0
ulaG	354	1911.0	354	0	0
ycaC	206	1104.0	208	2	0
ulaA	464	2411.0	465	1	0
tktB	665	3570.0	667	2	0
tktA	663	3560.0	663	0	0
ytfT	336	1664.0	340	4	0
ulaR	251	1336.0	251	0	0
ycaP	230	1218.0	230	0	0
exoX	220	1185.0	220	0	0
pabC	265	1416.0	269	4	0
djlA	270	1443.0	271	1	0
yghB	219	1135.0	219	0	0
cobS	244	1223.0	247	3	0
treA	562	3034.0	565	3	0
ytfQ	316	1659.0	318	2	0
cobB	236	1271.0	236	0	0
cobB	6	29.0	9	3	0
cytR	341	1820.0	341	0	0
nupC	400	2032.0	400	0	0
gapA	331	1748.0	331	0	0
nrdB	375	2023.0	376	1	0
nrdD	712	3857.0	712	0	0
nrdF	318	1699.0	319	1	0
yeaM	270	1444.0	273	3	0
yeaN	391	1969.0	393	2	0
rhtB	206	1047.0	206	0	0
rhtC	205	1057.0	206	1	0
rhtA	294	1470.0	295	1	0
ytfE	219	1169.0	220	1	0
yeaW	373	2032.0	374	1	0
yeaV	481	2507.0	481	0	0
yeaP	340	1826.0	341	1	0
ytfB	212	1103.0	212	0	0
ytfL	446	2354.0	447	1	0
yeaX	318	1710.0	321	3	0
xdhA	751	4032.0	752	1	0
yjiY	714	3716.0	716	2	0
argP	297	1568.0	297	0	0
argS	575	3086.0	577	2	0
argH	454	2399.0	456	2	0
argI	332	1787.0	334	2	0
yjiH	227	1152.0	227	0	0
argK	329	1755.0	331	2	0
yjiN	423	2198.0	426	3	0
argO	207	1068.0	211	4	0
carB	1071	5702.0	1073	2	0
argA	442	2350.0	443	1	0
argB	257	1318.0	257	0	0
argC	334	1774.0	334	0	0
argD	404	2147.0	406	2	0
argE	382	2044.0	383	1	0
argG	446	2398.0	447	1	0
yggM	334	1780.0	335	1	0
tyrS	423	2271.0	424	1	0
yggN	239	1266.0	239	0	0
yiiM	224	1203.0	224	0	0
iaaA	320	1670.0	321	1	0
yggF	319	1681.0	321	2	0
citT	487	2500.0	487	0	0
yiiD	329	1767.0	329	0	0
sstT	414	2116.0	414	0	0
ilvE	309	1656.0	309	0	0
citA	551	2922.0	552	1	0
citB	226	1200.0	226	0	0
citC	351	1894.0	352	1	0
citE	302	1574.0	302	0	0
citF	509	2704.0	510	1	0
citG	292	1532.0	292	0	0
degP	473	2440.0	474	1	0
degQ	455	2300.0	455	0	0
frwC	359	1831.0	359	0	0
degS	355	1809.0	355	0	0
hybC	567	3047.0	567	0	0
hybB	391	2023.0	392	1	0
hybA	328	1758.0	328	0	0
yphH	396	2114.0	397	1	0
hybO	372	1984.0	372	0	0
accD	304	1603.0	304	0	0
fmt	313	1649.0	315	2	0
yphD	330	1622.0	332	2	0
accA	319	1672.0	319	0	0
yphB	289	1549.0	290	1	0
accC	447	2379.0	449	2	0
iap	343	1844.0	345	2	0
serS	430	2303.0	430	0	0
pnp	708	3711.0	711	3	0
yphE	502	2625.0	503	1	0
serB	322	1696.0	322	0	0
serC	361	1935.0	362	1	0
serA	410	2169.0	410	0	0
treF	548	2923.0	549	1	0
copA	829	4329.0	834	5	0
tyrB	394	2100.0	397	3	0
tyrA	371	1957.0	373	2	0
yqhG	307	1646.0	308	1	0
yqhD	386	2050.0	387	1	0
aroC	360	1903.0	361	1	0
yqhC	316	1678.0	318	2	0
yhiM	350	1790.0	350	0	0
yheT	337	1829.0	340	3	0
prc	680	3597.0	682	2	0
aroH	347	1871.0	348	1	0
gyrB	804	4316.0	804	0	0
hslU	441	2321.0	443	2	0
gyrA	875	4583.0	875	0	0
sohB	349	1851.0	349	0	0
yigE	249	1336.0	254	5	0
brnQ	439	2230.0	439	0	0
yigB	238	1269.0	238	0	0
yigA	235	1223.0	235	0	0
betT	677	3580.0	677	0	0
yigM	299	1553.0	299	0	0
yigL	264	1417.0	266	2	0
mrp	369	1964.0	369	0	0
betA	554	2999.0	556	2	0
ykgE	237	1261.0	239	2	0
ybfF	253	1328.0	254	1	0
ykgG	226	1178.0	231	5	0
ykgF	471	2551.0	475	4	0
yigZ	203	1067.0	204	1	0
grxB	215	1138.0	215	0	0
ynfL	296	1549.0	297	1	0
ugpE	279	1439.0	281	2	0
hcaT	377	1921.0	379	2	0
leuD	201	1075.0	201	0	0
leuB	363	1930.0	363	0	0
leuC	466	2497.0	466	0	0
hcaR	295	1552.0	296	1	0
leuA	522	2790.0	523	1	0
leuO	313	1683.0	314	1	0
asnS	466	2491.0	466	0	0
hcaE	453	2451.0	453	0	0
leuS	858	4639.0	860	2	0
hcaB	268	1414.0	270	2	0
osmY	201	1010.0	201	0	0
asnB	551	2985.0	554	3	0
asnA	328	1725.0	330	2	0
tsgA	393	2038.0	393	0	0
ydbC	284	1498.0	286	2	0
