Gene	Identity	Score	Length	Mismatches	DE
yfdX	628	610.0	636	8	0
uxaA	1459	1401.0	1488	29	0
entE	1592	1554.0	1611	19	0
yhfS	1085	1083.0	1086	1	0
yfdV	944	942.0	945	1	0
flgI	1090	1074.0	1098	8	0
ygcS	1336	1332.0	1338	2	0
uxaC	1398	1368.0	1413	15	0
yneF	941	927.0	948	7	0
gloB	745	723.0	756	11	0
lpd	1416	1398.0	1425	9	0
acnB	2563	2493.0	2598	35	0
acnA	2644	2580.0	2676	32	0
menD	1658	1632.0	1671	13	0
menE	1328	1272.0	1356	28	0
menF	1287	1269.0	1296	9	0
aldB	1534	1524.0	1539	5	0
menB	844	816.0	858	14	0
menC	940	894.0	963	23	0
wzc	2113	2013.0	2163	50	0
wza	1123	1089.0	1140	17	0
nfsA	722	720.0	723	1	0
yqeI	807	801.0	810	3	0
yebZ	865	849.0	873	8	0
mepA	819	807.0	825	6	0
yebT	2580	2472.0	2634	54	0
yebQ	1361	1335.0	1374	13	0
yebS	1264	1224.0	1284	20	0
yebK	864	852.0	870	6	0
yebE	657	651.0	660	3	0
yebB	592	570.0	603	11	0
yebC	730	708.0	741	11	0
ygjJ	1062	1044.0	1071	9	0
ygjK	2335	2301.0	2352	17	0
ygjI	1432	1428.0	1434	2	0
bax	815	795.0	825	10	0
wzzE	1039	1023.0	1047	8	0
ygjR	967	927.0	987	20	0
ygjQ	645	601.0	667	22	0
thiH	1108	1056.0	1134	26	0
dctA	1285	1281.0	1287	2	0
ybaL	1654	1608.0	1677	23	0
ybaE	1684	1650.0	1701	17	0
alaS	2600	2538.0	2631	31	0
iclR	817	801.0	825	8	0
ybaT	1290	1284.0	1293	3	0
yijE	887	849.0	906	19	0
yijF	603	573.0	618	15	0
ygdH	1359	1347.0	1365	6	0
yijO	831	789.0	852	21	0
ygdQ	707	693.0	714	7	0
pitA	1497	1491.0	1500	3	0
pitB	1489	1467.0	1500	11	0
fnr	753	753.0	753	0	0
cof	814	804.0	819	5	0
malG	882	864.0	891	9	0
rimK	895	879.0	903	8	0
putP	1481	1425.0	1509	28	0
frc	1251	1251.0	1251	0	0
tonB	711	693.0	720	9	0
fre	693	675.0	702	9	0
yaaU	1317	1287.0	1332	15	0
ydaM	1216	1182.0	1233	17	0
ydaN	977	963.0	984	7	0
yaaJ	1416	1386.0	1431	15	0
yaaA	771	759.0	777	6	0
znuC	745	723.0	756	11	0
znuB	777	759.0	786	9	0
znuA	929	921.0	933	4	0
slt	1909	1851.0	1938	29	0
ais	589	561.0	603	14	0
gnd	1338	1200.0	1407	69	1
lepA	1782	1746.0	1800	18	0
lepB	959	927.0	975	16	0
nikB	942	936.0	945	3	0
nikC	822	798.0	834	12	0
yfcJ	1159	1119.0	1179	20	0
nikA	1561	1533.0	1575	14	0
nikD	757	741.0	765	8	0
nikE	783	735.0	807	24	0
yfcA	792	756.0	810	18	0
yfcF	643	639.0	645	2	0
yfcG	644	636.0	648	4	0
gpmA	743	723.0	753	10	0
glnL	1049	1047.0	1050	1	0
glnA	1405	1395.0	1410	5	0
glnG	1407	1401.0	1410	3	0
glnD	2638	2568.0	2673	35	0
nudF	622	606.0	630	8	0
glnS	1640	1590.0	1665	25	0
glnQ	718	708.0	723	5	0
glnP	657	651.0	660	3	0
ddpA	1547	1539.0	1551	4	0
ddpB	1018	1008.0	1023	5	0
ddpC	886	864.0	897	11	0
cynX	1145	1125.0	1155	10	0
nudC	774	774.0	774	0	0
cynT	660	660.0	660	0	0
dadA	1281	1245.0	1299	18	0
glxR	876	870.0	879	3	0
dadX	1057	1029.0	1071	14	0
glxK	1127	1093.0	1144	17	0
gadC	1520	1488.0	1536	16	0
yraR	626	606.0	636	10	0
fusA	2114	2112.0	2115	1	0
epd	1019	1017.0	1020	1	0
amyA	1462	1410.0	1488	26	0
topB	1928	1860.0	1962	34	0
topA	2594	2586.0	2598	4	0
yneE	907	891.0	915	8	0
rsmB	1276	1248.0	1290	14	0
rsmC	1017	987.0	1032	15	0
yraQ	1030	1008.0	1041	11	0
yecS	656	630.0	669	13	0
yfeA	2188	2184.0	2190	2	0
sgbH	639	591.0	663	24	0
yecE	812	798.0	819	7	0
yecC	737	705.0	753	16	0
yecA	666	666.0	666	0	0
yheS	1899	1869.0	1914	15	0
yheS	38	34.0	40	2	0
yheS	38	34.0	40	2	0
yeiE	874	858.0	882	8	0
zraR	1315	1293.0	1326	11	0
ydiF	1558	1482.0	1596	38	0
rnc	680	678.0	681	1	0
rnb	1925	1905.0	1935	10	0
rna	801	789.0	807	6	0
rng	1453	1419.0	1470	17	0
gadA	1398	1392.0	1401	3	0
gadB	1397	1389.0	1401	4	0
rnd	1122	1110.0	1128	6	0
gadX	807	771.0	825	18	0
yliI	1112	1104.0	1116	4	0
rnr	2425	2391.0	2442	17	0
gadW	719	699.0	729	10	0
ilvA	1493	1389.0	1545	52	0
rnt	645	639.0	648	3	0
araC	869	849.0	879	10	0
araA	1481	1437.0	1503	22	0
araF	990	990.0	990	0	0
araG	1494	1452.0	1515	21	0
araD	694	690.0	696	2	0
araE	1402	1368.0	1419	17	0
araJ	1161	1113.0	1185	24	0
araH	972	942.0	987	15	0
ygeA	690	684.0	693	3	0
ygeH	1377	1377.0	1377	0	0
fruK	935	927.0	939	4	0
ygeV	1765	1737.0	1779	14	0
cirA	1979	1953.0	1992	13	0
ygeR	753	747.0	756	3	0
fruB	1130	1128.0	1131	1	0
fruA	1666	1614.0	1692	26	0
ygeY	1194	1158.0	1212	18	0
ygeX	1192	1182.0	1197	5	0
rffG	1055	1029.0	1068	13	0
ypfG	1029	999.0	1044	15	0
nuoC	1761	1701.0	1791	30	0
ypfH	697	693.0	699	2	0
yjjQ	723	717.0	726	3	0
rffH	869	843.0	882	13	0
icd	1225	1173.0	1251	26	0
nuoF	1317	1275.0	1338	21	0
yncD	2092	2070.0	2103	11	0
ribC	634	618.0	642	8	0
ribB	639	609.0	654	15	0
ribD	1088	1056.0	1104	16	0
ribF	933	915.0	942	9	0
htpX	878	870.0	882	4	0
yqjI	617	603.0	624	7	0
pheA	1143	1107.0	1161	18	0
corA	944	930.0	951	7	0
yqjA	660	654.0	663	3	0
yqjG	970	936.0	987	17	0
pheS	972	948.0	984	12	0
efeO	1114	1086.0	1128	14	0
pheP	1366	1344.0	1377	11	0
pheT	2353	2283.0	2388	35	0
efeB	1263	1245.0	1272	9	0
htpG	1858	1824.0	1875	17	0
ppc	2622	2562.0	2652	30	0
fhuE	2179	2157.0	2190	11	0
ppk	2046	2004.0	2067	21	0
rtcB	1216	1194.0	1227	11	0
dkgB	804	804.0	804	0	0
dkgA	827	825.0	828	1	0
relA	2194	2112.0	2235	41	0
ppx	1524	1488.0	1542	18	0
yncG	605	579.0	618	13	0
pykF	1410	1404.0	1413	3	0
pykA	1438	1428.0	1443	5	0
sfmC	686	672.0	693	7	0
sfmH	973	963.0	978	5	0
gdhA	1315	1257.0	1344	29	0
pphA	652	642.0	657	5	0
ygeW	1181	1161.0	1191	10	0
mtr	1197	1101.0	1245	48	0
surA	1279	1263.0	1287	8	0
truA	803	783.0	813	10	0
truC	776	762.0	783	7	0
truB	912	846.0	945	33	0
truD	1042	1026.0	1050	8	0
msbA	1736	1710.0	1749	13	0
dacA	1206	1194.0	1212	6	0
dacB	1418	1386.0	1434	16	0
dacC	1191	1167.0	1203	12	0
dacD	1153	1125.0	1167	14	0
tesA	627	627.0	627	0	0
tesB	853	837.0	861	8	0
rspA	1210	1200.0	1215	5	0
cyoC	610	600.0	615	5	0
rspB	1001	963.0	1020	19	0
cyoE	882	864.0	891	9	0
tauD	830	790.0	850	20	0
phnJ	831	801.0	846	15	0
shiA	1297	1257.0	1317	20	0
phnK	735	687.0	759	24	0
tig	1295	1287.0	1299	4	0
sdaB	1347	1305.0	1368	21	0
sdaC	1284	1272.0	1290	6	0
sdaA	1359	1347.0	1365	6	0
sbmA	1205	1173.0	1221	16	0
mltC	1070	1050.0	1080	10	0
mltB	1083	1077.0	1086	3	0
mltA	1075	1029.0	1098	23	0
mltD	1351	1335.0	1359	8	0
xthA	805	801.0	807	2	0
fsr	1212	1194.0	1221	9	0
ypfJ	857	843.0	864	7	0
aspA	1431	1419.0	1437	6	0
rhaS	835	831.0	837	2	0
aspC	1182	1164.0	1191	9	0
rob	862	846.0	870	8	0
rhaD	792	726.0	825	33	0
rhaA	1241	1203.0	1260	19	0
deaD	1863	1809.0	1890	27	0
aspS	1750	1704.0	1773	23	0
yhjH	763	753.0	768	5	0
yhjK	1945	1935.0	1950	5	0
yhjJ	1473	1425.0	1497	24	0
yhjE	1301	1257.0	1323	22	0
yhjD	1002	978.0	1014	12	0
yhjG	2045	2013.0	2061	16	0
yhjA	1389	1371.0	1398	9	0
dsdA	1326	1320.0	1329	3	0
yhjB	600	594.0	603	3	0
yhjY	696	690.0	699	3	0
pldA	866	858.0	870	4	0
pldB	1020	1014.0	1023	3	0
yjjG	658	618.0	678	20	0
yhjV	1263	1245.0	1272	9	0
yahD	605	603.0	606	1	0
yfbS	1826	1812.0	1833	7	0
yfbT	648	642.0	651	3	0
glmU	1339	1275.0	1371	32	0
glmS	1774	1662.0	1830	56	0
moeB	721	663.0	750	29	0
yddW	1309	1287.0	1320	11	0
moeA	1211	1161.0	1236	25	0
tap	1595	1581.0	1602	7	0
cyaA	2519	2463.0	2547	28	0
glmM	1338	1338.0	1338	0	0
hdfR	839	837.0	840	1	0
hscC	1656	1626.0	1671	15	0
hscA	1840	1818.0	1851	11	0
melR	909	909.0	909	0	0
ldcC	2106	2034.0	2142	36	0
yahK	1042	1026.0	1050	8	0
yqeF	1167	1137.0	1182	15	0
melB	1406	1398.0	1410	4	0
melA	1349	1335.0	1356	7	0
pmbA	1331	1287.0	1353	22	0
yadD	885	849.0	903	18	0
cysM	888	840.0	912	24	0
cysN	1399	1341.0	1428	29	0
cysI	1691	1647.0	1713	22	0
cysH	710	660.0	735	25	0
cysK	964	948.0	972	8	0
cysJ	1781	1743.0	1800	19	0
cysE	806	778.0	820	14	0
cysD	907	903.0	909	2	0
cysG	1351	1305.0	1374	23	0
nlpI	885	885.0	885	0	0
cysA	1071	1017.0	1098	27	0
cysC	604	600.0	606	2	0
cysB	965	945.0	975	10	0
uxuR	769	759.0	774	5	0
cysZ	759	753.0	762	3	0
cysU	828	816.0	834	6	0
cysW	853	807.0	876	23	0
cysQ	729	705.0	741	12	0
cysP	1017	1017.0	1017	0	0
cysS	1374	1350.0	1386	12	0
csgD	642	624.0	651	9	0
pepD	1439	1401.0	1458	19	0
fbp	994	984.0	999	5	0
baeR	719	711.0	723	4	0
baeS	1386	1350.0	1404	18	0
yicJ	1382	1380.0	1383	1	0
thrB	919	891.0	933	14	0
thrC	1276	1254.0	1287	11	0
thrA	2424	2346.0	2463	39	0
livG	746	702.0	768	22	0
livF	684	624.0	714	30	0
livM	1243	1173.0	1278	35	0
ppiD	1856	1824.0	1872	16	0
livK	1094	1062.0	1110	16	0
livJ	1089	1059.0	1104	15	0
livH	903	855.0	927	24	0
yifB	1507	1479.0	1521	14	0
mscS	858	852.0	861	3	0
yifK	1375	1353.0	1386	11	0
ybgF	788	780.0	792	4	0
xerC	892	882.0	897	5	0
ybgI	738	726.0	744	6	0
ybgJ	654	648.0	657	3	0
ybgK	915	879.0	933	18	0
xerD	877	837.0	897	20	0
yihN	1257	1239.0	1266	9	0
yihO	1393	1371.0	1404	11	0
yihL	685	642.0	706	21	0
yihM	978	972.0	981	3	0
ygfF	731	705.0	744	13	0
yihG	920	894.0	933	13	0
ygfI	890	876.0	897	7	0
ygfM	780	780.0	780	0	0
mdtC	3021	2907.0	3078	57	0
mdtB	3059	2931.0	3123	64	0
mdtA	1225	1179.0	1248	23	0
rdgC	900	876.0	912	12	0
mdtF	3068	2976.0	3114	46	0
mdtE	1155	1149.0	1158	3	0
mdtK	1361	1335.0	1374	13	0
focA	847	825.0	858	11	0
yihT	879	879.0	879	0	0
mdtH	1189	1149.0	1209	20	0
yihS	1241	1239.0	1242	1	0
yihP	1352	1284.0	1386	34	0
mdtL	1142	1074.0	1176	34	0
hycD	900	852.0	924	24	0
hycE	1663	1569.0	1710	47	0
hycG	746	702.0	768	22	0
frvB	1417	1347.0	1452	35	0
hycB	602	582.0	612	10	0
hycC	1775	1671.0	1827	52	0
flk	985	965.0	995	10	0
can	661	657.0	663	2	0
cdsA	853	843.0	858	5	0
purR	1014	990.0	1026	12	0
purU	834	816.0	843	9	0
purT	1164	1134.0	1179	15	0
mpaA	718	696.0	729	11	0
dxs	1830	1764.0	1863	33	0
dxr	1195	1191.0	1197	2	0
purC	708	696.0	714	6	0
purB	1351	1311.0	1371	20	0
asmA	1836	1800.0	1854	18	0
purF	1513	1503.0	1518	5	0
purD	1277	1251.0	1290	13	0
purK	1038	978.0	1068	30	0
ylaB	1540	1518.0	1551	11	0
purH	1563	1509.0	1590	27	0
purN	635	627.0	639	4	0
purM	1029	1011.0	1038	9	0
ydcO	1164	1140.0	1176	12	0
ydcL	660	642.0	669	9	0
ydcJ	1343	1341.0	1344	1	0
nemA	1094	1086.0	1098	4	0
fucA	644	636.0	648	4	0
ydcF	796	786.0	801	5	0
fucO	1147	1143.0	1149	2	0
fucK	1413	1401.0	1419	6	0
fucI	1759	1725.0	1776	17	0
fucR	732	732.0	732	0	0
fucP	1305	1281.0	1317	12	0
fpr	730	696.0	747	17	0
feoB	2314	2298.0	2322	8	0
ydcT	1008	996.0	1014	6	0
ydcU	939	933.0	942	3	0
ydcR	1395	1371.0	1407	12	0
ydcS	1138	1122.0	1146	8	0
ydcP	1949	1923.0	1962	13	0
clcA	1403	1365.0	1422	19	0
clcB	1254	1248.0	1257	3	0
cdaR	1141	1107.0	1158	17	0
cpdA	819	801.0	828	9	0
cpdB	1882	1758.0	1944	62	0
talA	938	912.0	951	13	0
yejF	1586	1578.0	1590	4	0
talB	949	939.0	954	5	0
mak	891	855.0	909	18	0
groL	1627	1587.0	1647	20	0
spoT	2079	2019.0	2109	30	0
sucA	2776	2724.0	2802	26	0
sucC	1162	1152.0	1167	5	0
sucB	1215	1209.0	1218	3	0
sucD	849	807.0	870	21	0
bioB	1036	1026.0	1041	5	0
yfaT	620	612.0	624	4	0
torA	2515	2451.0	2547	32	0
yncE	1053	1035.0	1062	9	0
torC	1172	1170.0	1173	1	0
yfaQ	1635	1605.0	1650	15	0
pncB	1189	1161.0	1203	14	0
pncA	633	615.0	642	9	0
yfaY	1187	1155.0	1203	16	0
torR	688	678.0	693	5	0
uvrD	2118	2028.0	2163	45	0
torY	1084	1050.0	1101	17	0
uvrB	2002	1962.0	2022	20	0
uvrA	2729	2541.0	2823	94	0
ycaO	1746	1716.0	1761	15	0
ycaN	903	891.0	909	6	0
ycaM	1415	1383.0	1431	16	0
ycaL	758	744.0	765	7	0
cutC	746	744.0	747	1	0
ulaD	638	612.0	651	13	0
ulaE	829	777.0	855	26	0
ulaF	655	593.0	686	31	0
ulaG	1037	981.0	1065	28	0
ycaC	615	591.0	627	12	0
ulaA	1352	1260.0	1398	46	0
tktB	1998	1986.0	2004	6	0
tktA	1974	1938.0	1992	18	0
ytfT	989	921.0	1023	34	0
ulaR	751	741.0	756	5	0
ycaP	680	654.0	693	13	0
exoX	663	663.0	663	0	0
pabC	803	789.0	810	7	0
djlA	808	796.0	814	6	0
yghB	660	660.0	660	0	0
cobS	732	708.0	744	12	0
treA	1691	1677.0	1698	7	0
ytfQ	926	864.0	957	31	0
cobB	690	654.0	708	18	0
cytR	1018	1002.0	1026	8	0
nupC	1183	1143.0	1203	20	0
gapA	993	987.0	996	3	0
nrdB	1112	1074.0	1131	19	0
nrdD	2110	2052.0	2139	29	0
nrdF	952	936.0	960	8	0
yeaM	806	774.0	822	16	0
yeaN	1164	1128.0	1182	18	0
rhtB	618	612.0	621	3	0
rhtC	608	582.0	621	13	0
rhtA	886	882.0	888	2	0
ytfE	652	630.0	663	11	0
yeaW	1121	1113.0	1125	4	0
yeaV	1427	1389.0	1446	19	0
yeaP	1015	993.0	1026	11	0
ytfB	633	621.0	639	6	0
ytfL	1335	1317.0	1344	9	0
yeaX	956	936.0	966	10	0
xdhA	2255	2247.0	2259	4	0
yjiY	2116	2046.0	2151	35	0
argP	890	882.0	894	4	0
argS	1718	1686.0	1734	16	0
argH	1364	1344.0	1374	10	0
argI	972	906.0	1005	33	0
yjiH	684	684.0	684	0	0
argK	989	975.0	996	7	0
yjiN	1235	1143.0	1281	46	0
argO	608	552.0	636	28	0
carB	3147	2997.0	3222	75	0
argA	1319	1293.0	1332	13	0
argB	774	774.0	774	0	0
argC	1005	1005.0	1005	0	0
argD	1207	1179.0	1221	14	0
argE	1146	1134.0	1152	6	0
argG	1325	1287.0	1344	19	0
yggM	1006	1002.0	1008	2	0
tyrS	1271	1263.0	1275	4	0
yggN	716	708.0	720	4	0
yiiM	668	654.0	675	7	0
iaaA	964	960.0	966	2	0
yggF	945	903.0	966	21	0
citT	1454	1434.0	1464	10	0
yiiD	972	936.0	990	18	0
sstT	1224	1182.0	1245	21	0
ilvE	919	897.0	930	11	0
citA	1649	1629.0	1659	10	0
citB	672	654.0	681	9	0
citC	1050	1032.0	1059	9	0
citE	901	885.0	909	8	0
citF	1513	1473.0	1533	20	0
citG	869	849.0	879	10	0
degP	1403	1359.0	1425	22	0
degQ	1367	1365.0	1368	1	0
frwC	1080	1080.0	1080	0	0
degS	1057	1035.0	1068	11	0
hybC	1673	1611.0	1704	31	0
hybB	1162	1128.0	1179	17	0
hybA	977	957.0	987	10	0
yphH	1180	1152.0	1194	14	0
hybO	1103	1071.0	1119	16	0
accD	913	909.0	915	2	0
fmt	939	921.0	948	9	0
yphD	979	939.0	999	20	0
accA	950	930.0	960	10	0
yphB	868	858.0	873	5	0
accC	1324	1272.0	1350	26	0
iap	1024	996.0	1038	14	0
serS	1271	1227.0	1293	22	0
pnp	2111	2061.0	2136	25	0
yphE	1474	1398.0	1512	38	0
serB	957	933.0	969	12	0
serC	1081	1065.0	1089	8	0
serA	1228	1218.0	1233	5	0
treF	1626	1578.0	1650	24	0
copA	2439	2307.0	2505	66	0
tyrB	1191	1185.0	1194	3	0
tyrA	1106	1074.0	1122	16	0
yqhG	925	921.0	927	2	0
yqhD	1160	1152.0	1164	4	0
aroC	1050	978.0	1086	36	0
yqhC	953	945.0	957	4	0
yhiM	1044	1026.0	1053	9	0
yheT	1008	978.0	1023	15	0
prc	2028	1986.0	2049	21	0
aroH	1035	1011.0	1047	12	0
gyrB	2396	2358.0	2415	19	0
hslU	1327	1317.0	1332	5	0
gyrA	2611	2577.0	2628	17	0
sohB	1039	1017.0	1050	11	0
yigE	755	735.0	765	10	0
brnQ	1314	1302.0	1320	6	0
yigB	713	705.0	717	4	0
yigA	704	696.0	708	4	0
betT	2008	1956.0	2034	26	0
yigM	884	852.0	900	16	0
yigL	792	774.0	801	9	0
