Gene	Identity	Score	Length	Mismatches	DE
era	300	1592.0	301	1	1
holB	332	1744.0	334	2	1
holA	342	1769.0	343	1	1
gatY	283	1519.0	284	1	1
gatZ	417	2247.0	420	3	1
wcaJ	462	2471.0	464	2	0
wcaE	245	1316.0	248	3	0
gatD	345	1838.0	346	1	1
ygiC	385	2076.0	386	1	0
ytjC	215	1117.0	215	0	1
ytjB	214	1116.0	214	0	0
ygiE	257	1280.0	257	0	1
yjiK	281	1508.0	286	5	0
eno	432	2250.0	432	0	1
ygiQ	739	3993.0	739	0	1
ygiP	310	1665.0	310	0	0
smtA	259	1399.0	261	2	1
yjiM	379	2050.0	383	4	1
amiA	288	1503.0	289	1	1
amiC	417	2195.0	417	0	1
amiB	444	2347.0	445	1	1
glnH	248	1286.0	248	0	1
gidA	629	3359.0	629	0	1
gidB	207	1089.0	207	0	1
kdpB	678	3531.0	682	4	0
kdpE	222	1154.0	224	2	0
kdpD	889	4670.0	894	5	1
yhiD	215	1108.0	215	0	0
carA	382	2045.0	382	0	1
yjeS	378	2015.0	379	1	0
yjeP	1104	5795.0	1107	3	1
adiY	252	1351.0	253	1	1
yhiN	398	2123.0	400	2	1
hslO	292	1559.0	292	0	1
yhiI	351	1792.0	355	4	1
yjeF	515	2693.0	515	0	0
adiA	753	4109.0	755	2	1
adiC	444	2274.0	445	1	1
yhiP	489	2533.0	489	0	1
arcA	238	1259.0	238	0	1
arcB	778	4115.0	778	0	1
yjiE	303	1610.0	303	0	1
yjeJ	287	1531.0	289	2	1
yjeK	337	1784.0	342	5	1
yjeH	418	2124.0	418	0	0
fadR	239	1274.0	239	0	1
fadB	727	3849.0	729	2	1
fadA	386	2034.0	387	1	1
fadE	812	4326.0	814	2	1
fadD	561	2984.0	561	0	1
ypdC	282	1507.0	285	3	1
ypdB	244	1307.0	244	0	1
creB	226	1189.0	229	3	1
creC	470	2461.0	474	4	1
frsA	412	2227.0	414	2	1
ypdF	356	1883.0	361	5	0
ypdE	343	1808.0	345	2	0
fadL	445	2343.0	446	1	0
ompW	212	1116.0	212	0	1
ompR	239	1247.0	239	0	1
fiu	756	4029.0	760	4	1
fic	199	1060.0	200	1	1
ompF	362	1859.0	362	0	1
ompG	301	1616.0	301	0	0
ompL	228	1214.0	230	2	1
ompN	376	1965.0	377	1	1
cls	486	2577.0	486	0	1
yieM	483	2554.0	483	0	1
srlE	318	1636.0	319	1	1
srlD	259	1352.0	259	0	1
gcvP	952	5120.0	957	5	1
gcvT	364	1949.0	364	0	1
ddpD	324	1723.0	328	4	0
gcvA	305	1618.0	305	0	1
ftsE	222	1162.0	222	0	1
yieK	240	1281.0	240	0	0
ftsA	420	2209.0	420	0	1
yiiX	197	1043.0	202	5	0
ftsN	318	1659.0	319	1	1
ftsI	588	3110.0	588	0	0
ftsH	644	3407.0	644	0	1
ftsW	414	2125.0	414	0	1
yieE	248	1328.0	249	1	0
ftsQ	275	1454.0	276	1	0
hyi	257	1391.0	258	1	0
ftsZ	383	1969.0	383	0	1
ftsY	492	2478.0	498	6	1
ftsX	352	1854.0	352	0	0
mdh	311	1594.0	312	1	0
ybdR	408	2166.0	412	4	1
yrfG	222	1193.0	222	0	1
yrfD	257	1343.0	259	2	0
ksgA	273	1454.0	273	0	1
fepC	271	1428.0	271	0	1
fepB	316	1639.0	318	2	1
fepA	742	3955.0	746	4	1
fepG	326	1625.0	330	4	0
yggW	377	2023.0	378	1	1
fepD	332	1621.0	334	2	0
tbpA	324	1721.0	327	3	1
ligA	670	3527.0	671	1	1
ligB	557	2939.0	560	3	0
aidB	538	2867.0	541	3	1
abgA	432	2285.0	436	4	0
abgB	476	2573.0	481	5	0
ybdK	369	2006.0	372	3	1
sfsA	234	1261.0	234	0	1
yggS	234	1241.0	234	0	1
smf	369	1927.0	374	5	1
abgR	300	1593.0	302	2	1
abgT	444	2260.0	446	2	0
abgT	9	26.0	31	22	0
gor	449	2401.0	450	1	1
prfA	360	1913.0	360	0	1
prfB	363	1924.0	365	2	1
prfC	527	2840.0	529	2	1
dcuD	451	2323.0	455	4	0
dcuA	433	2219.0	433	0	1
dcuB	446	2301.0	446	0	1
dcuC	461	2346.0	461	0	0
nth	211	1119.0	211	0	1
sodA	205	1093.0	206	1	1
prmA	292	1530.0	293	1	1
erfK	306	1623.0	310	4	1
dcuR	239	1287.0	239	0	1
dcuS	541	2846.0	543	2	1
ybbO	268	1435.0	269	1	0
ybbN	283	1463.0	284	1	0
ybbM	258	1334.0	259	1	0
ybbL	224	1194.0	225	1	0
oxyR	305	1606.0	305	0	0
mviM	306	1628.0	307	1	1
ybbB	359	1915.0	364	5	0
umuC	422	2278.0	422	0	1
ybbY	432	2192.0	433	1	0
yphF	322	1688.0	327	5	1
ybbW	479	2481.0	484	5	1
tiaE	323	1725.0	324	1	1
fixC	428	2249.0	428	0	0
fixB	312	1657.0	313	1	0
fixA	254	1300.0	256	2	0
ybbP	801	4127.0	804	3	0
glyS	685	3618.0	689	4	1
glyQ	302	1631.0	303	1	1
dgt	504	2703.0	505	1	0
pflB	760	4113.0	760	0	1
aqpZ	230	1145.0	231	1	1
glyA	417	2224.0	417	0	1
trkD	622	3256.0	622	0	1
aroC	360	1903.0	361	1	1
trkA	458	2390.0	458	0	1
trkH	483	2499.0	483	0	1
ynfM	416	2130.0	417	1	1
exbB	244	1268.0	244	0	1
ynfK	231	1203.0	231	0	1
ynfH	281	1421.0	284	3	0
ynfG	205	1108.0	205	0	0
ynfF	806	4376.0	807	1	0
ynfC	236	1257.0	236	0	1
puuB	425	2266.0	426	1	0
qseB	217	1123.0	219	2	0
treC	546	2963.0	551	5	0
puuA	471	2529.0	472	1	1
puuD	253	1322.0	254	1	1
msrA	212	1146.0	212	0	1
puuP	461	2397.0	461	0	1
treR	314	1678.0	315	1	0
mlrA	243	1270.0	243	0	1
zitB	313	1625.0	313	0	1
ydfG	248	1326.0	248	0	1
ycfX	303	1596.0	303	0	0
ydfH	228	1211.0	228	0	0
ydfU	348	1856.0	349	1	1
ydfT	250	1347.0	250	0	1
ydgI	459	2348.0	460	1	0
obgE	388	2042.0	390	2	0
pdhR	254	1307.0	254	0	1
pqiB	546	2890.0	546	0	1
pqiA	417	2193.0	417	0	1
adhP	333	1739.0	336	3	1
ygcQ	286	1489.0	286	0	0
yhhN	208	1043.0	208	0	0
minC	230	1220.0	231	1	0
minD	270	1393.0	270	0	1
yhhJ	373	1937.0	374	1	1
yhhI	315	1691.0	321	6	1
yhhI	6	32.0	10	4	1
yhhW	229	1227.0	231	2	1
yhhT	346	1765.0	349	3	1
yhhS	403	2013.0	405	2	0
adhE	891	4750.0	891	0	1
aapQ	392	2005.0	393	1	1
yhhZ	389	2065.0	392	3	0
chbR	279	1490.0	280	1	1
yhfK	699	3715.0	700	1	1
yfdE	381	2051.0	381	0	1
yfdC	307	1614.0	310	3	1
yafT	259	1389.0	261	2	0
yhfZ	299	1589.0	301	2	1
yfdX	210	1080.0	211	1	1
uxaA	494	2654.0	495	1	1
entE	534	2853.0	536	2	1
yhfS	361	1878.0	361	0	0
yfdV	314	1608.0	314	0	1
flgI	365	1847.0	365	0	0
ygcS	445	2255.0	445	0	0
uxaC	469	2543.0	470	1	1
yneF	312	1654.0	315	3	0
gloB	249	1346.0	251	2	0
dos	796	4272.0	799	3	0
lpd	474	2474.0	474	0	1
acnB	864	4596.0	865	1	1
acnA	889	4748.0	891	2	1
menD	554	2930.0	556	2	1
menE	446	2351.0	451	5	1
menF	427	2271.0	431	4	1
aldB	511	2746.0	512	1	1
menB	285	1540.0	285	0	1
menC	318	1659.0	320	2	1
yojL	346	1855.0	351	5	0
wzc	716	3802.0	720	4	0
wza	379	2013.0	379	0	0
nfsA	240	1282.0	240	0	1
yqeI	268	1448.0	269	1	0
yebZ	287	1462.0	290	3	1
mepA	273	1446.0	274	1	1
yebT	876	4586.0	877	1	1
yebU	476	2548.0	479	3	1
yebQ	457	2308.0	457	0	0
yebS	424	2241.0	427	3	0
yebK	288	1523.0	289	1	1
yebE	216	1111.0	219	3	1
yebA	440	2343.0	440	0	1
yebB	197	1059.0	200	3	1
yebC	245	1288.0	246	1	1
ygjO	375	2016.0	378	3	1
ygjJ	356	1904.0	356	0	0
ygjK	780	4208.0	783	3	0
ygjI	476	2441.0	477	1	1
ygjG	455	2415.0	459	4	1
ygjE	487	2458.0	487	0	0
thiI	479	2539.0	482	3	1
bax	274	1466.0	274	0	1
wzzE	348	1852.0	348	0	1
ygjR	324	1736.0	328	4	1
ygjQ	219	1174.0	224	5	0
thiH	374	2009.0	376	2	1
dctA	428	2191.0	428	0	1
yecE	272	1448.0	272	0	0
ybaL	556	2821.0	558	2	1
ybaE	563	2997.0	566	3	1
ybaS	306	1624.0	310	4	1
iclR	274	1451.0	274	0	1
ybaT	430	2174.0	430	0	1
ygdE	366	1975.0	366	0	1
yijE	299	1498.0	301	2	1
yijF	200	1080.0	205	5	0
ygdL	266	1406.0	268	2	1
ygdH	454	2414.0	454	0	1
yijO	282	1515.0	283	1	0
yijP	574	3079.0	577	3	1
ygdQ	237	1199.0	237	0	0
pitA	499	2603.0	499	0	1
pitB	498	2607.0	499	1	0
fnr	250	1328.0	250	0	1
cof	270	1435.0	272	2	1
malG	296	1516.0	296	0	1
rimK	300	1572.0	300	0	1
putP	500	2587.0	502	2	1
frc	416	2246.0	416	0	0
tonB	237	1196.0	239	2	1
rrmA	264	1431.0	269	5	1
fre	233	1240.0	233	0	1
yaaU	443	2288.0	443	0	0
ydaM	408	2199.0	410	2	1
ydaN	326	1717.0	327	1	1
ydaO	306	1647.0	311	5	1
yaaJ	476	2479.0	476	0	0
yaaA	256	1357.0	258	2	1
znuC	251	1295.0	251	0	1
znuB	260	1296.0	261	1	1
znuA	310	1647.0	310	0	1
slt	645	3448.0	645	0	1
ais	198	1061.0	200	2	1
hepA	967	5156.0	968	1	1
gnd	466	2468.0	468	2	1
lepA	598	3190.0	599	1	1
lepB	323	1725.0	324	1	1
nikB	314	1619.0	314	0	0
nikC	277	1404.0	277	0	0
yfcJ	387	1929.0	392	5	1
nikA	522	2787.0	524	2	0
nikD	253	1312.0	254	1	0
nikE	263	1378.0	268	5	0
yfcA	268	1376.0	269	1	0
yfcF	214	1129.0	214	0	0
yfcG	215	1146.0	215	0	1
yfcY	435	2286.0	436	1	1
gpmA	250	1316.0	250	0	1
glnL	349	1809.0	349	0	1
glnA	469	2522.0	469	0	1
gpmI	512	2725.0	514	2	1
glnG	468	2463.0	469	1	1
glnD	887	4722.0	890	3	0
nudF	209	1095.0	209	0	0
glnS	554	3004.0	554	0	1
glnQ	239	1249.0	240	1	1
glnP	219	1100.0	219	0	1
ddpA	514	2733.0	516	2	1
ddpB	339	1716.0	340	1	0
ddpC	296	1521.0	298	2	0
cynX	380	1906.0	383	3	0
nudC	257	1376.0	257	0	1
cynT	219	1162.0	219	0	0
dadA	432	2315.0	432	0	1
glxR	291	1519.0	292	1	0
dadX	351	1861.0	356	5	1
glxK	378	1937.0	381	3	1
gadC	511	2641.0	511	0	1
yraR	209	1109.0	211	2	1
yneH	308	1637.0	308	0	1
yneI	458	2429.0	462	4	1
fusA	704	3755.0	704	0	1
epd	339	1801.0	339	0	1
amyA	492	2648.0	495	3	1
topB	651	3482.0	653	2	1
topA	865	4674.0	865	0	1
yneE	303	1597.0	304	1	0
rsmB	427	2282.0	429	2	1
rsmC	341	1816.0	343	2	1
yraQ	344	1744.0	346	2	1
yecS	222	1140.0	222	0	1
yecP	318	1705.0	323	5	1
yecO	246	1322.0	247	1	1
yfeA	729	3880.0	729	0	0
sgbH	217	1119.0	220	3	1
igaA	708	3774.0	711	3	1
yecC	249	1287.0	250	1	1
yecA	221	1176.0	221	0	1
yheS	637	3367.0	637	0	1
yeiE	293	1536.0	293	0	1
yraI	228	1215.0	231	3	1
zraR	439	2304.0	441	2	1
ydiF	527	2783.0	531	4	0
yraL	284	1485.0	286	2	1
rnc	226	1193.0	226	0	1
rnb	643	3421.0	644	1	1
rna	266	1439.0	268	2	1
rng	489	2596.0	489	0	1
gadA	466	2516.0	466	0	0
gadB	466	2519.0	466	0	0
rnd	374	1979.0	375	1	1
gadX	270	1444.0	274	4	1
yliI	369	1947.0	371	2	1
rnr	812	4337.0	813	1	1
gadW	240	1278.0	242	2	1
ilvA	512	2707.0	514	2	1
rnt	214	1146.0	215	1	1
araC	292	1570.0	292	0	1
araA	498	2696.0	500	2	1
araF	329	1735.0	329	0	1
araG	502	2659.0	504	2	1
araD	229	1237.0	231	2	1
araE	472	2461.0	472	0	0
araJ	390	1983.0	394	4	0
araH	327	1648.0	328	1	1
ygeD	397	2016.0	397	0	1
ygeA	229	1204.0	230	1	0
fruR	334	1773.0	334	0	1
ygeH	458	2440.0	458	0	1
fruK	312	1644.0	312	0	0
ygeV	591	3145.0	592	1	1
yncB	340	1803.0	345	5	1
cirA	661	3517.0	663	2	1
ygeR	250	1296.0	251	1	1
fruB	376	1936.0	376	0	1
fruA	560	2850.0	563	3	0
ygeY	402	2162.0	403	1	1
ygeX	398	2141.0	398	0	0
rffG	351	1894.0	355	4	1
rffD	419	2230.0	420	1	1
rffE	373	1999.0	376	3	1
rffC	219	1137.0	224	5	1
ypfG	345	1822.0	347	2	1
nuoC	594	3203.0	596	2	1
ypfH	231	1214.0	232	1	0
rffM	243	1296.0	246	3	1
rffH	293	1549.0	293	0	1
icd	414	2191.0	416	2	1
rffT	354	1900.0	359	5	1
nuoF	444	2365.0	445	1	1
yncD	697	3729.0	700	3	1
ribC	213	1132.0	213	0	0
ribB	217	1143.0	217	0	1
ribD	362	1925.0	367	5	0
ribF	313	1628.0	313	0	1
htpX	292	1534.0	293	1	1
htpY	235	1238.0	237	2	1
pheA	385	2060.0	386	1	1
corA	316	1657.0	316	0	0
yqjA	220	1126.0	220	0	1
yqjG	325	1757.0	328	3	1
pheS	327	1750.0	327	0	1
efeO	374	1979.0	375	1	1
pheP	457	2365.0	458	1	1
pheT	793	4183.0	795	2	1
efeB	421	2253.0	423	2	1
htpG	623	3306.0	624	1	1
ppc	882	4680.0	883	1	1
fhuE	726	3877.0	729	3	0
ppk	688	3640.0	688	0	1
rtcB	408	2214.0	408	0	0
pps	792	4243.0	792	0	1
dkgA	275	1454.0	275	0	1
relA	743	3979.0	744	1	1
ppx	512	2735.0	513	1	0
yncG	202	1081.0	205	3	1
pykF	470	2470.0	470	0	1
pykA	479	2502.0	480	1	1
sfmC	229	1199.0	230	1	1
sfmH	323	1713.0	325	2	0
surE	250	1318.0	253	3	1
gdhA	445	2388.0	447	2	1
pphA	216	1138.0	218	2	1
sfcA	563	3022.0	565	2	1
ygeW	395	2136.0	396	1	1
mtr	411	2104.0	414	3	0
surA	428	2266.0	428	0	1
truA	267	1437.0	270	3	1
truC	259	1362.0	260	1	1
truB	313	1642.0	314	1	1
truD	347	1833.0	349	2	1
msbA	582	3082.0	582	0	1
dacA	403	2160.0	403	0	1
dacB	476	2546.0	477	1	1
dacC	399	2117.0	400	1	1
dacD	387	2079.0	388	1	0
tesA	208	1095.0	208	0	1
tesB	286	1522.0	286	0	0
rspA	404	2196.0	404	0	1
cyoC	204	1060.0	204	0	1
rspB	335	1779.0	339	4	1
cyoE	296	1520.0	296	0	1
tauD	281	1499.0	283	2	0
proC	269	1405.0	269	0	0
shiA	433	2251.0	438	5	1
ykgC	436	2320.0	441	5	0
phnK	251	1304.0	252	1	1
tig	432	2223.0	432	0	1
ykgD	283	1504.0	284	1	0
sdaB	453	2423.0	455	2	1
sdaC	429	2225.0	429	0	1
sdaA	453	2426.0	454	1	1
ykgF	471	2551.0	475	4	1
sbmA	404	2119.0	406	2	0
mltC	357	1911.0	359	2	1
mltB	361	1934.0	361	0	1
mltA	365	1955.0	365	0	1
mltD	451	2394.0	452	1	1
rffA	375	2026.0	376	1	1
xthA	268	1446.0	268	0	1
fsr	406	2074.0	406	0	0
ypfJ	287	1533.0	287	0	1
aspA	478	2543.0	478	0	1
rhaS	278	1476.0	278	0	1
aspC	396	2128.0	396	0	1
yadB	308	1641.0	308	0	1
rob	289	1551.0	289	0	1
rhaD	270	1447.0	274	4	0
rhaA	415	2226.0	419	4	0
deaD	628	3255.0	629	1	1
aspS	589	3141.0	590	1	1
yhjH	255	1353.0	255	0	0
yhjK	647	3412.0	649	2	1
yhjJ	495	2613.0	498	3	1
yhjE	440	2234.0	440	0	1
yhjD	334	1763.0	337	3	0
yhjG	686	3588.0	686	0	1
yhjA	464	2506.0	465	1	1
dsdA	441	2354.0	442	1	0
yhjB	200	1070.0	200	0	0
yhjY	230	1215.0	232	2	1
pldA	289	1539.0	289	0	1
pldB	340	1812.0	340	0	0
btuD	248	1294.0	249	1	1
yjjG	221	1184.0	225	4	1
yhjV	422	2184.0	423	1	0
yfbH	295	1571.0	296	1	1
yfbB	249	1321.0	252	3	1
yfbG	658	3527.0	660	2	1
yahD	201	1048.0	201	0	0
yfbE	375	2009.0	379	4	1
yfbS	610	3142.0	610	0	1
yfbQ	405	2171.0	405	0	1
yfbT	215	1119.0	216	1	1
glmU	453	2394.0	456	3	1
glmS	608	3213.0	609	1	1
moeB	246	1297.0	249	3	1
yddW	439	2340.0	439	0	1
pstA	295	1508.0	296	1	1
tap	530	2751.0	533	3	0
cyaA	846	4561.0	848	2	1
glmM	445	2336.0	445	0	1
hdfR	278	1477.0	279	1	1
hscC	551	2930.0	554	3	1
hscA	616	3185.0	616	0	1
melR	302	1644.0	302	0	1
ldcC	713	3862.0	713	0	1
yahK	348	1863.0	349	1	1
yqeF	391	2035.0	393	2	1
melB	468	2441.0	469	1	1
melA	449	2435.0	451	2	1
pmbA	450	2399.0	450	0	1
yadD	296	1579.0	300	4	1
cysM	301	1591.0	303	2	1
cysN	474	2505.0	475	1	1
cysI	568	3041.0	570	2	1
cysH	242	1284.0	244	2	1
cysK	323	1677.0	323	0	1
cysJ	597	3163.0	599	2	1
cysE	273	1453.0	273	0	1
cysD	302	1629.0	302	0	1
cysG	456	2409.0	457	1	0
nlpI	294	1548.0	294	0	0
cysA	364	1916.0	365	1	1
cysC	201	1055.0	201	0	1
cysB	324	1727.0	324	0	1
uxuR	257	1365.0	257	0	1
cysZ	251	1311.0	253	2	1
cysU	277	1411.0	277	0	1
cysW	291	1505.0	291	0	1
cysQ	245	1318.0	246	1	1
cysP	338	1797.0	338	0	1
cysS	460	2490.0	461	1	1
csgD	214	1134.0	216	2	1
pepD	484	2570.0	485	1	1
fbp	332	1771.0	332	0	1
baeR	239	1246.0	240	1	1
baeS	463	2440.0	467	4	1
yicJ	460	2429.0	460	0	1
thrB	309	1652.0	310	1	1
thrC	427	2274.0	428	1	1
perM	353	1787.0	353	0	1
thrA	817	4347.0	820	3	1
livG	255	1344.0	255	0	1
livF	236	1249.0	237	1	1
livM	424	2162.0	425	1	1
ppiD	622	3258.0	623	1	1
livK	369	1950.0	369	0	1
livJ	367	1931.0	367	0	1
livH	308	1569.0	308	0	1
yifB	505	2653.0	506	1	0
mscS	286	1444.0	286	0	1
yifK	461	2374.0	461	0	1
ybgF	261	1355.0	263	2	1
xerC	297	1570.0	298	1	1
ybgI	247	1303.0	247	0	1
ybgJ	218	1125.0	218	0	1
ybgK	307	1631.0	310	3	1
xerD	298	1553.0	298	0	1
yihN	419	2181.0	421	2	0
yihO	464	2453.0	467	3	1
yihL	232	1236.0	236	4	0
yihM	326	1730.0	326	0	0
ygfF	243	1279.0	247	4	0
ygfG	260	1386.0	261	1	0
yqjI	207	1089.0	207	0	1
yihG	308	1649.0	310	2	1
ygfH	490	2610.0	492	2	0
yaeB	235	1246.0	235	0	1
ygfO	465	2360.0	466	1	1
ygfM	259	1363.0	259	0	1
mdtC	1022	5346.0	1025	3	1
mdtB	1035	5372.0	1040	5	1
mdtA	413	2145.0	415	2	0
rdgC	303	1594.0	303	0	1
mdtF	1034	5442.0	1037	3	0
mdtE	385	2010.0	385	0	0
ygfU	482	2476.0	482	0	1
mdtK	456	2356.0	457	1	1
focA	285	1491.0	285	0	1
yihT	292	1539.0	292	0	0
mdtH	402	2068.0	402	0	1
yihS	413	2221.0	413	0	0
yihP	456	2396.0	461	5	1
mdtL	389	1990.0	391	2	0
hycD	306	1554.0	307	1	0
hycE	568	3064.0	569	1	0
hycG	253	1347.0	255	2	0
frvB	483	2494.0	483	0	0
hycB	202	1068.0	203	1	0
hycC	604	3065.0	608	4	0
flk	328	1682.0	331	3	1
can	220	1176.0	220	0	1
cdsA	285	1449.0	285	0	1
purR	341	1838.0	341	0	1
purU	278	1478.0	280	2	1
purT	389	2041.0	392	3	1
mpaA	241	1279.0	242	1	1
dxs	618	3295.0	620	2	1
dxr	398	2131.0	398	0	0
purC	237	1246.0	237	0	1
purB	455	2437.0	456	1	1
asmA	616	3245.0	617	1	0
purF	505	2692.0	505	0	1
purD	427	2256.0	429	2	1
purK	350	1867.0	354	4	1
ylaB	511	2721.0	516	5	1
purH	526	2810.0	529	3	1
purN	211	1125.0	212	1	1
purM	344	1809.0	345	1	1
ydcO	388	1947.0	391	3	0
ydcL	221	1182.0	222	1	1
ydcJ	447	2389.0	447	0	1
nemA	364	1917.0	365	1	1
fucA	214	1140.0	215	1	1
ydcF	265	1417.0	266	1	0
fucO	382	2007.0	382	0	1
fucK	471	2522.0	472	1	1
fucI	591	3200.0	591	0	1
fucR	243	1288.0	243	0	1
fucP	438	2290.0	438	0	1
fpr	246	1312.0	248	2	1
feoB	773	4105.0	773	0	1
ydcW	472	2519.0	474	2	1
ydcT	337	1787.0	337	0	1
ydcU	311	1572.0	313	2	1
ydcR	466	2479.0	468	2	1
ydcS	380	2046.0	381	1	1
ydcP	650	3512.0	653	3	1
clcA	473	2428.0	473	0	0
clcB	417	2133.0	418	1	0
cdaR	384	2016.0	385	1	1
cpdA	275	1455.0	275	0	1
cpdB	644	3428.0	647	3	1
talA	316	1691.0	316	0	1
yejF	527	2741.0	529	2	1
talB	317	1672.0	317	0	0
mak	299	1581.0	302	3	1
groL	548	2791.0	548	0	1
spoT	702	3783.0	702	0	1
sucA	933	5066.0	933	0	1
sucC	387	2023.0	388	1	1
sucB	405	2115.0	405	0	1
sucD	289	1476.0	289	0	1
bioB	346	1866.0	346	0	0
yfaT	205	1107.0	207	2	0
yncC	220	1144.0	221	1	1
torA	844	4562.0	848	4	1
yncE	350	1842.0	353	3	0
torC	390	2119.0	390	0	0
yfaQ	547	2918.0	549	2	0
pncB	399	2143.0	400	1	1
pncA	211	1127.0	213	2	0
yfaY	398	2113.0	400	2	0
torR	229	1195.0	230	1	1
uvrD	719	3866.0	720	1	1
torY	361	1955.0	366	5	1
uvrB	673	3531.0	673	0	1
uvrA	940	5017.0	940	0	0
ycaO	584	3123.0	586	2	1
ycaN	299	1602.0	302	3	1
ycaM	476	2489.0	476	0	1
ycaL	253	1331.0	254	1	0
ycaJ	446	2376.0	447	1	1
cutC	248	1317.0	248	0	1
ulaD	216	1132.0	216	0	0
ulaE	281	1507.0	284	3	0
ulaF	224	1205.0	228	4	0
ulaG	354	1911.0	354	0	0
ycaC	206	1104.0	208	2	1
ulaA	464	2411.0	465	1	0
tktB	665	3570.0	667	2	1
tktA	663	3560.0	663	0	1
ytfT	336	1664.0	340	4	1
ulaR	251	1336.0	251	0	1
ycaP	230	1218.0	230	0	1
dkgB	267	1405.0	267	0	1
exoX	220	1185.0	220	0	1
pabC	265	1416.0	269	4	1
djlA	270	1443.0	271	1	0
yghB	219	1135.0	219	0	1
cobS	244	1223.0	247	3	1
treA	562	3034.0	565	3	1
ytfQ	316	1659.0	318	2	1
ymcC	212	1132.0	214	2	1
ymcB	248	1294.0	248	0	1
cobB	236	1271.0	236	0	1
cobB	6	29.0	9	3	1
cytR	341	1820.0	341	0	1
nupC	400	2032.0	400	0	1
gapA	331	1748.0	331	0	1
nrdB	375	2023.0	376	1	1
nrdD	712	3857.0	712	0	1
nrdF	318	1699.0	319	1	1
yeaM	270	1444.0	273	3	0
yeaN	391	1969.0	393	2	0
rhtB	206	1047.0	206	0	0
rhtC	205	1057.0	206	1	1
rhtA	294	1470.0	295	1	0
yeaU	360	1934.0	361	1	1
yeaT	305	1612.0	307	2	1
yeaW	373	2032.0	374	1	1
yeaV	481	2507.0	481	0	1
yeaP	340	1826.0	341	1	1
yeaS	210	1070.0	212	2	1
ytfB	212	1103.0	212	0	1
ytfM	577	3058.0	577	0	1
ytfL	446	2354.0	447	1	1
yeaX	318	1710.0	321	3	1
yeaZ	229	1210.0	231	2	1
xdhA	751	4032.0	752	1	1
yjiY	714	3716.0	716	2	1
argP	297	1568.0	297	0	1
argS	575	3086.0	577	2	1
argH	454	2399.0	456	2	1
argI	332	1787.0	334	2	1
